	Gene	FBgn	Position	Sample1	Sample2	FPKM1	FPKM2	FoldChange.Log2	TestStat	Pval	Qval
682	CG34393	FBgn0085422	2L:3175111-3199620	young	old	5.08786	2.69086	-0.918994	-1.20956	0.00515	0.0298248
683	CG34422	FBgn0085451	X:18737942-18749892	young	old	1.04823	2.89919	1.46769	1.32254	0.00135	0.0101708
684	CG34423	FBgn0085452	2R:19245182-19253777	young	old	70.5059	274.446	1.96071	1.3893	0.00105	0.0082679
685	CG34424	FBgn0085453	2R:19245182-19253777	young	old	79.2123	208.342	1.39516	1.8369	5e-05	0.000618758
686	CG34439	FBgn0085468	2R:9040392-9051348	young	old	653.499	367.534	-0.830306	-1.10085	0.00855	0.0441705
687	CG34449	FBgn0085478	X:9220690-9248599	young	old	1.5837	4.33467	1.45262	1.52787	2e-04	0.00208188
688	CG34454	FBgn0085483	3L:231680-232350	young	old	21.1734	75.9593	1.84297	2.47621	5e-05	0.000618758
689	CG34455	FBgn0085484	3L:9353411-9355142	young	old	39.325	62.7827	0.67492	1.2701	0.0014	0.010507
690	CG3446	FBgn0029868	X:6243355-6244432	young	old	367.087	242.747	-0.59667	-1.09724	0.0082	0.0426557
691	CG3476	FBgn0031881	2L:7027593-7028959	young	old	17.9641	35.687	0.990285	1.70402	5e-05	0.000618758
692	CG3505	FBgn0038250	3R:10483192-10484950	young	old	41.331	94.2807	1.18974	2.19184	5e-05	0.000618758
693	CG3513	FBgn0031559	2L:3692698-3693182	young	old	12.4017	184.089	3.89179	2.9635	5e-05	0.000618758
694	CG3534	FBgn0038463	3R:12822173-12828077	young	old	26.1947	53.3611	1.02651	1.58053	0.00015	0.00164377
695	CG3556	FBgn0029708	X:4424263-4427872	young	old	10.8439	6.30342	-0.782676	-1.26464	0.0011	0.0085992
696	CG3560	FBgn0030733	X:16179985-16182554	young	old	1524.88	759.963	-1.0047	-1.67966	1e-04	0.00115824
697	CG3590	FBgn0038467	3R:12840339-12853760	young	old	15.7352	84.3281	2.42202	4.0456	5e-05	0.000618758
698	CG3603	FBgn0029648	X:2842067-2842981	young	old	10.5924	55.8555	2.39867	3.3284	5e-05	0.000618758
699	CG3604	FBgn0031562	2L:3697241-3697872	young	old	36.089	113.482	1.65283	2.73406	5e-05	0.000618758
700	CG3609	FBgn0031418	2L:2372454-2374553	young	old	63.7028	226.959	1.833	3.23988	5e-05	0.000618758
701	CG3618	FBgn0037028	3L:20806452-20809175	young	old	63.35	34.3726	-0.882086	-1.68907	5e-05	0.000618758
702	CG3621	FBgn0025839	X:2066560-2067170	young	old	289.639	186.9	-0.631993	-1.21249	0.00275	0.0180815
703	CG3630	FBgn0023540	X:2060847-2066314	young	old	67.34	31.1642	-1.11157	-2.06958	5e-05	0.000618758
704	CG3638	FBgn0261444	X:1111115-1130666	young	old	5.64885	11.5693	1.03427	1.93902	5e-05	0.000618758
705	CG3663	FBgn0035044	2R:20549046-20549940	young	old	29.8385	59.0188	0.983999	1.67144	5e-05	0.000618758
706	CG3683	FBgn0035046	2R:20551920-20553543	young	old	345.777	156.043	-1.1479	-2.14866	5e-05	0.000618758
707	CG3699	FBgn0040349	X:840685-841517	young	old	39.0823	319.261	3.03015	4.41859	5e-05	0.000618758
708	CG3703	FBgn0040348	X:835089-839805	young	old	22.6821	12.8276	-0.822308	-1.45535	2e-04	0.00208188
709	CG3714	FBgn0031589	2L:4189496-4198058	young	old	41.4025	72.5961	0.810174	1.51193	0.00035	0.00330503
710	CG3759	FBgn0032116	2L:9416592-9426342	young	old	5.59999	12.8779	1.2014	1.95511	5e-05	0.000618758
711	CG3793	FBgn0028507	2L:15764229-15766128	young	old	22.3579	13.2053	-0.759664	-1.2603	0.0023	0.0156061
712	CG3812	FBgn0030421	X:12659300-12665016	young	old	9.14046	3.61133	-1.33974	-1.83624	5e-05	0.000618758
713	CG3814	FBgn0025692	2R:8762662-8764471	young	old	6.61105	44.4908	2.75056	3.08805	5e-05	0.000618758
714	CG3822	FBgn0038837	3R:16685903-16691951	young	old	15.1992	9.3451	-0.701709	-1.28961	0.0017	0.0123228
715	CG3823	FBgn0029863	X:6198022-6200778	young	old	62.9609	39.9033	-0.657949	-1.14274	0.0046	0.027287
716	CG3835	FBgn0023507	X:2035520-2038972	young	old	59.4932	136.178	1.1947	2.11123	5e-05	0.000618758
717	CG3876	FBgn0031284	2L:817045-819492	young	old	26.8442	16.9069	-0.666996	-1.09014	0.0077	0.0407054
718	CG3902	FBgn0036824	3L:18885482-18891390	young	old	125.851	356.964	1.50406	2.22962	5e-05	0.000618758
719	CG3921	FBgn0031571	2L:3790662-3802245	young	old	1.0216	2.28194	1.15943	1.73679	5e-05	0.000618758
720	CG3925	FBgn0037780	3R:5874888-5878585	young	old	41.6553	25.417	-0.712709	-1.34355	0.00085	0.0069335
721	CG3940	FBgn0037788	3R:5938267-5945142	young	old	69.528	42.3496	-0.715246	-1.25072	0.0023	0.0156061
722	CG3955	FBgn0033793	2R:9015416-9016559	young	old	88.1005	47.4279	-0.893415	-1.64798	0.00015	0.00164377
723	CG3996	FBgn0261928	3R:6051475-6075987	young	old	6.8772	2.71406	-1.34137	-2.51984	5e-05	0.000618758
724	CG3999	FBgn0037801	3R:6077239-6081002	young	old	8.20879	37.6814	2.19861	3.60147	5e-05	0.000618758
725	CG4000	FBgn0038820	3R:16501943-16503074	young	old	305.478	23.9635	-3.67216	-5.71078	5e-05	0.000618758
726	CG40298	FBgn0058298	3L:23719966-23721046	young	old	16.8947	1.67279	-3.33624	-3.56411	5e-05	0.000618758
727	CG4041	FBgn0029736	X:4809312-4812478	young	old	4.61583	8.30484	0.847364	1.19352	0.00485	0.0284246
728	CG40485	FBgn0069973	X:22362444-22364196	young	old	347.821	202.241	-0.782271	-1.3434	0.00085	0.0069335
729	CG4068	FBgn0266000	X:4820693-4832077	young	old	7.62561	21.4153	1.48972	2.5348	5e-05	0.000618758
730	CG4115	FBgn0038017	3R:8185732-8188975	young	old	10.6387	3.69546	-1.52549	-1.71882	1e-04	0.00115824
731	CG4133	FBgn0031257	2L:455542-458746	young	old	12.6259	8.11389	-0.63792	-1.05043	0.00735	0.0393666
732	CG4164	FBgn0262510	2L:453110-454654	young	old	37.9649	66.1557	0.801198	1.50863	1e-04	0.00115824
733	CG4168	FBgn0028888	2L:15162106-15178320	young	old	7.66187	3.74576	-1.03244	-1.83143	5e-05	0.000618758
734	CG4199	FBgn0025628	X:1960467-1969933	young	old	21.5002	56.0467	1.38228	1.92009	5e-05	0.000618758
735	CG42249	FBgn0259101	X:10990305-11002192	young	old	2.64587	0.661336	-2.00029	-1.65874	0.00085	0.0069335
736	CG42261	FBgn0259146	3R:21798293-21807019	young	old	2.72451	1.24495	-1.12991	-1.33757	0.0014	0.010507
737	CG42268	FBgn0259163	3L:9727111-9753495	young	old	49.3362	29.6585	-0.734201	-1.33593	0.0017	0.0123228
738	CG42270	FBgn0261570	X:17604818-17645718	young	old	1.76958	3.40725	0.945199	1.28183	0.0018	0.012942
739	CG42286	FBgn0266801	3R:4190812-4192494	young	old	24.1407	14.3605	-0.749363	-1.2701	0.00215	0.014742
740	CG4230	FBgn0031683	2L:5096226-5098613	young	old	62.9242	32.4618	-0.954872	-1.79893	5e-05	0.000618758
741	CG42319	FBgn0259219	2R:9147616-9153843	young	old	206.427	46.9501	-2.13643	-3.74484	5e-05	0.000618758
742	CG42324	FBgn0259224	3L:3485641-3508533	young	old	7.45113	11.4903	0.624881	1.05897	0.00815	0.0424635
743	CG42329	FBgn0259229	2L:1219362-1229471	young	old	8.60468	1.9607	-2.13375	-2.17726	5e-05	0.000618758
744	CG42337	FBgn0259239	3L:21177559-21186228	young	old	5.69886	2.22166	-1.35903	-1.79562	5e-05	0.000618758
745	CG42339	FBgn0259241	X:10861751-10931844	young	old	11.2835	5.52818	-1.02934	-1.53536	0.00015	0.00164377
746	CG42342	FBgn0259244	3R:12328522-12397082	young	old	4.73267	2.4246	-0.964911	-1.42245	0.00095	0.00759689
747	CG42346	FBgn0259677	X:22268487-22286070	young	old	1.44519	0.682333	-1.08272	-1.33034	0.00195	0.0136879
748	CG42347	FBgn0259678	2R:5603980-5632778	young	old	16.2276	10.4868	-0.629875	-1.09151	0.0085	0.043982
749	CG42361	FBgn0259707	2R:20494811-20498049	young	old	87.3323	42.44	-1.04109	-1.66378	1e-04	0.00115824
750	CG42362	FBgn0259708	2R:17551937-17554084	young	old	7.3819	14.5888	0.982796	1.49319	4e-04	0.00369149
751	CG4238	FBgn0031384	2L:2010117-2030536	young	old	19.8095	10.7717	-0.878955	-1.59117	1e-04	0.00115824
752	CG4239	FBgn0030745	X:16279347-16282736	young	old	89.635	22.9639	-1.9647	-3.61981	5e-05	0.000618758
753	CG42404	FBgn0259823	3R:11077402-11082807	young	old	4.5719	2.60257	-0.812856	-1.29776	0.0016	0.0116934
754	CG42489	FBgn0259992	3R:4479597-4480488	young	old	19.7196	6.91749	-1.51131	-1.22022	0.00595	0.0334268
755	CG42492	FBgn0259994	X:5521697-5542510	young	old	26.7817	17.2815	-0.632024	-1.1393	0.00575	0.0325278
756	CG4250	FBgn0034761	2R:18551192-18551979	young	old	338.525	593.682	0.810427	1.36028	5e-04	0.00444627
757	CG42510	FBgn0262476	2R:14402080-14412922	young	old	21.2049	8.01353	-1.40389	-2.60051	5e-05	0.000618758
758	CG42540	FBgn0260657	3L:4556086-4592295	young	old	98.6716	52.3909	-0.91332	-1.61379	5e-05	0.000618758
759	CG42559	FBgn0260761	2R:19452419-19488310	young	old	0	3.16182	NA	NA	5e-05	0.000618758
760	CG42565	FBgn0260767	2R:18547987-18548894	young	old	1.03373	3.40858	1.72132	1.11525	0.00525	0.0302782
761	CG42588	FBgn0260965	3L:12807388-12817750	young	old	1.34678	2.36752	0.81386	1.30279	0.00115	0.00886935
762	CG42611	FBgn0261260	X:9253876-9394162	young	old	1.13145	2.08609	0.882636	1.31295	0.00345	0.0216768
763	CG4266	FBgn0034598	2R:17049217-17056163	young	old	3.20631	7.65508	1.2555	1.90775	5e-05	0.000618758
764	CG4267	FBgn0264979	2L:2242378-2244415	young	old	11.3702	31.3166	1.46168	2.14573	5e-05	0.000618758
765	CG4269	FBgn0034741	2R:18486859-18487861	young	old	7.91544	232.76	4.87803	5.1682	5e-05	0.000618758
766	CG42846	FBgn0262035	3L:231015-231589	young	old	52.739	235.777	2.16048	3.54529	5e-05	0.000618758
767	CG42867	FBgn0262141	2R:18553051-18553634	young	old	1.4423	4.49291	1.63928	1.08181	0.00625	0.0347325
768	CG42868	FBgn0262142	2R:18553788-18554269	young	old	23.3715	42.0204	0.846344	1.07457	0.00725	0.0389164
769	CG4288	FBgn0038799	3R:16333111-16338169	young	old	41.7713	18.6234	-1.1654	-1.99239	5e-05	0.000618758
770	CG4290	FBgn0025625	X:1946649-1955948	young	old	1.82354	4.02412	1.14194	1.22732	0.0045	0.0268078
771	CG4300	FBgn0036272	3L:12264752-12270366	young	old	45.1857	25.3657	-0.832988	-1.5717	5e-05	0.000618758
772	CG4306	FBgn0036787	3L:18455056-18456257	young	old	29.55	73.8198	1.32085	2.18757	5e-05	0.000618758
773	CG4325	FBgn0026878	X:1937076-1937851	young	old	10.3719	26.2126	1.33758	1.63593	5e-05	0.000618758
774	CG4330	FBgn0030452	X:13025570-13028598	young	old	5.42141	9.91768	0.871334	1.22688	0.00305	0.019631
775	CG4335	FBgn0038795	3R:16225971-16310273	young	old	26.8825	52.2658	0.959199	1.52658	1e-04	0.00115824
776	CG4364	FBgn0032138	2L:9708920-9711269	young	old	224.937	131.009	-0.779852	-1.35356	8e-04	0.00660287
777	CG4377	FBgn0034664	2R:17722952-17723835	young	old	16.2573	6.12092	-1.40927	-1.40569	0.00285	0.0186261
778	CG4393	FBgn0039075	3R:19202932-19210499	young	old	2.36284	4.86486	1.04188	1.56434	1e-04	0.00115824
779	CG4408	FBgn0039073	3R:19187610-19189760	young	old	10.6483	32.1194	1.59282	2.68911	5e-05	0.000618758
780	CG4409	FBgn0034128	2R:12330740-12332350	young	old	93.6542	58.2133	-0.685994	-1.25059	0.0018	0.012942
781	CG4461	FBgn0035982	3L:9368529-9369393	young	old	283.96	29.5547	-3.26423	-5.47459	5e-05	0.000618758
782	CG4462	FBgn0038752	3R:15747465-15749660	young	old	24.4834	11.8406	-1.04806	-1.78257	5e-05	0.000618758
783	CG4476	FBgn0035969	3L:9204983-9208369	young	old	9.30842	1.58087	-2.55781	-2.76383	5e-05	0.000618758
784	CG4484	FBgn0035968	3L:9196164-9201953	young	old	13.2783	6.05698	-1.13241	-1.89597	5e-05	0.000618758
785	CG4497	FBgn0031895	2L:7190430-7194588	young	old	5.76504	3.22872	-0.836369	-1.15725	0.00405	0.0246228
786	CG4500	FBgn0028519	2L:14027009-14031539	young	old	5.22691	200.916	5.26449	7.19162	5e-05	0.000618758
787	CG4557	FBgn0029912	X:6738375-6741880	young	old	2.04704	5.12351	1.32359	1.5994	0.00025	0.00250102
788	CG4558	FBgn0029914	X:6743805-6745917	young	old	18.2323	11.3616	-0.682326	-1.1569	0.0059	0.0332032
789	CG4567	FBgn0263133	2L:7220271-7223079	young	old	16.5301	10.5689	-0.645277	-1.16841	0.00415	0.0250282
790	CG4572	FBgn0038738	3R:15687338-15690142	young	old	44.8028	101.356	1.17777	1.99096	5e-05	0.000618758
791	CG4585	FBgn0025335	2R:19750484-19752917	young	old	12.8862	20.3818	0.661449	1.05775	0.0092	0.0467615
792	CG4596	FBgn0037849	3R:6698727-6701304	young	old	8.94206	4.64965	-0.943485	-1.42886	0.00055	0.00479482
793	CG4615	FBgn0029935	X:6992610-6996330	young	old	58.8489	27.0232	-1.12282	-2.1189	5e-05	0.000618758
794	CG4641	FBgn0263456	3L:9135880-9138809	young	old	94.3485	36.4367	-1.37261	-2.5012	5e-05	0.000618758
795	CG4666	FBgn0029838	X:5970099-5971515	young	old	17.3772	9.62828	-0.851844	-1.11924	0.008	0.0418607
796	CG4670	FBgn0033814	2R:9119262-9122547	young	old	36.8103	65.9699	0.8417	1.55586	0.00015	0.00164377
797	CG4680	FBgn0036627	3L:16387728-16389442	young	old	6.61937	10.9804	0.730169	1.08185	0.0081	0.0422481
798	CG4688	FBgn0033817	2R:9127233-9128518	young	old	52.3954	23.424	-1.16146	-1.9441	5e-05	0.000618758
799	CG4692	FBgn0035032	2R:20485517-20487344	young	old	1559.83	752.77	-1.0511	-1.81915	5e-05	0.000618758
800	CG4726	FBgn0031307	2L:1143202-1147395	young	old	1.8584	9.3321	2.32814	2.36866	5e-05	0.000618758
801	CG4752	FBgn0034733	2R:18365891-18370559	young	old	6.14564	9.53382	0.633491	1.06665	0.00915	0.0466287
802	CG4757	FBgn0027584	3R:6986923-6988868	young	old	20.8162	1963.46	6.55955	5.83097	5e-05	0.000618758
803	CG4766	FBgn0027546	X:5891536-5894830	young	old	13.7777	7.10382	-0.955666	-1.63986	5e-05	0.000618758
804	CG4769	FBgn0035600	3L:5353289-5355898	young	old	341.116	154.382	-1.14376	-1.89829	5e-05	0.000618758
805	CG4774	FBgn0039360	3R:21510955-21513092	young	old	33.0746	17.9105	-0.884923	-1.53564	2e-04	0.00208188
806	CG4804	FBgn0032178	2L:10060870-10063925	young	old	16.234	9.20618	-0.818344	-1.21544	0.00175	0.0126664
807	CG4822	FBgn0031220	2L:117078-121974	young	old	43.8105	86.4464	0.98053	1.76499	0.00015	0.00164377
808	CG4829	FBgn0030796	X:16705732-16720529	young	old	21.1736	12.1022	-0.806996	-1.46498	0.00035	0.00330503
809	CG4842	FBgn0036620	3L:16361506-16362618	young	old	154.836	87.8553	-0.81754	-1.48289	0.00045	0.00405706
810	CG4893	FBgn0266417	3L:16347844-16352525	young	old	125.503	61.8494	-1.0209	-1.93944	5e-05	0.000618758
811	CG4928	FBgn0027556	X:16807230-16831444	young	old	29.8694	14.2195	-1.07079	-1.92966	5e-05	0.000618758
812	CG4950	FBgn0036587	3L:16259516-16261256	young	old	3.46578	7.3128	1.07724	1.32535	0.002	0.0139088
813	CG5001	FBgn0031322	2L:1186255-1196806	young	old	39.8877	25.8488	-0.625844	-1.17615	0.004	0.02441
814	CG5002	FBgn0034275	2R:13637802-13640719	young	old	7.35033	25.0785	1.77057	2.70564	5e-05	0.000618758
815	CG5009	FBgn0027572	2R:13648437-13652065	young	old	57.7236	95.633	0.728347	1.33417	0.00135	0.0101708
816	CG5010	FBgn0260747	X:17043070-17044680	young	old	194.201	365.438	0.912078	1.48493	0.00015	0.00164377
817	CG5023	FBgn0038774	3R:15995157-16000597	young	old	228.66	52.1972	-2.13116	-3.88986	5e-05	0.000618758
818	CG5028	FBgn0039358	3R:21506539-21509363	young	old	338.293	156.766	-1.10966	-1.88538	5e-05	0.000618758
819	CG5037	FBgn0032222	2L:10331462-10333134	young	old	92.6852	50.1825	-0.885156	-1.70682	5e-05	0.000618758
820	CG5065	FBgn0034145	2R:12495174-12511214	young	old	33.34	20.9053	-0.673388	-1.28507	0.0012	0.00919686
821	CG5068	FBgn0035951	3L:8979811-8981980	young	old	41.0344	26.1814	-0.648292	-1.20477	0.00265	0.0175421
822	CG5080	FBgn0031313	2L:1160289-1163882	young	old	15.5682	31.2554	1.0055	1.63791	5e-05	0.000618758
823	CG5171	FBgn0031907	2L:7390983-7404526	young	old	77.3775	137.48	0.82924	1.3631	0.00095	0.00759689
824	CG5172	FBgn0030830	X:17115474-17116682	young	old	57.7356	4.38164	-3.71992	-3.43101	6e-04	0.00516159
825	CG5177	FBgn0031908	2L:7405213-7408475	young	old	117.288	55.1787	-1.08787	-2.01069	5e-05	0.000618758
826	CG5205	FBgn0038344	3R:11311864-11319033	young	old	2.60626	4.60588	0.821495	1.37304	0.00065	0.00551878
827	CG5224	FBgn0034354	2R:14391114-14392349	young	old	23.4164	47.4342	1.01841	1.50009	0.00035	0.00330503
828	CG5261	FBgn0031912	2L:7426865-7430329	young	old	163.778	81.7114	-1.00313	-1.67395	0.00015	0.00164377
829	CG5273	FBgn0040382	X:653627-655972	young	old	58.5823	114.582	0.967845	1.60894	3e-04	0.00290595
830	CG5281	FBgn0037902	3R:7261571-7263245	young	old	40.6307	20.1329	-1.01302	-1.81267	5e-05	0.000618758
831	CG5282	FBgn0036986	3L:20417513-20419213	young	old	41.3854	14.6206	-1.50112	-2.53369	5e-05	0.000618758
832	CG5288	FBgn0263199	3L:8974894-8979189	young	old	99.6642	276.968	1.47457	2.29074	5e-05	0.000618758
833	CG5290	FBgn0036772	3L:17901242-17905657	young	old	2.5522	5.3814	1.07624	1.18765	0.0071	0.0382585
834	CG5321	FBgn0030575	X:14573612-14574964	young	old	27.4824	42.2141	0.619219	1.09944	0.00655	0.0359092
835	CG5322	FBgn0032253	2L:10452676-10456044	young	old	5.72874	15.3936	1.42604	2.41367	5e-05	0.000618758
836	CG5337	FBgn0032249	2L:10431343-10435679	young	old	32.2642	17.6812	-0.867715	-1.2961	0.002	0.0139088
837	CG5390	FBgn0032213	2L:10304062-10306594	young	old	145.793	277.389	0.927988	1.57043	1e-04	0.00115824
838	CG5397	FBgn0031327	2L:1240037-1242205	young	old	22.5703	38.1995	0.759125	1.2246	0.0041	0.0248648
839	CG5404	FBgn0038354	3R:11530416-11534156	young	old	7.06693	3.30684	-1.09563	-1.5792	0.00015	0.00164377
840	CG5493	FBgn0034364	2R:14502586-14505823	young	old	76.059	167.319	1.13741	1.81802	5e-05	0.000618758
841	CG5508	FBgn0027579	3R:23750914-23763571	young	old	77.6311	148.7	0.937696	1.49655	2e-04	0.00208188
842	CG5525	FBgn0032444	2L:12690335-12692937	young	old	27.5225	41.115	0.579054	1.04665	0.00995	0.0498726
843	CG5535	FBgn0036764	3L:17845723-17849864	young	old	5.37876	10.8252	1.00905	1.41709	9e-04	0.00726849
844	CG5548	FBgn0030605	X:14957944-14958597	young	old	253.483	102.153	-1.31115	-2.4828	5e-05	0.000618758
845	CG5555	FBgn0038686	3R:15003806-15006044	young	old	25.2664	16.4236	-0.621452	-1.14019	0.00595	0.0334268
846	CG5594	FBgn0261794	2R:19795650-19812619	young	old	199.243	60.4901	-1.71975	-2.82989	5e-05	0.000618758
847	CG5597	FBgn0034920	2R:19774496-19776300	young	old	174.091	113.577	-0.616175	-1.17745	0.0034	0.021404
848	CG5599	FBgn0030612	X:14980170-14982665	young	old	16.7144	27.3135	0.708523	1.23924	0.00185	0.0131753
849	CG5641	FBgn0038046	3R:8252299-8255002	young	old	32.3643	20.378	-0.667393	-1.13687	0.00385	0.0236275
850	CG5644	FBgn0035948	3L:8968147-8972980	young	old	25.6485	7.87696	-1.70316	-1.49162	0.00115	0.00886935
851	CG5646	FBgn0039525	3R:23385094-23387022	young	old	20.298	41.8512	1.04393	1.75546	5e-05	0.000618758
852	CG5664	FBgn0037082	3L:21431723-21434423	young	old	4.37793	7.59132	0.794104	1.19411	0.00405	0.0246228
853	CG5697	FBgn0038846	3R:16841670-16842842	young	old	0.297927	7.29865	4.6146	3.06119	5e-05	0.000618758
854	CG5703	FBgn0030853	X:17526121-17527539	young	old	209.497	134.897	-0.635076	-1.2013	0.0033	0.0209229
855	CG5742	FBgn0034304	2R:14035968-14038892	young	old	5.86959	3.37993	-0.796265	-1.13466	0.00685	0.0371988
856	CG5770	FBgn0034291	2R:13931550-13932565	young	old	0.607204	2.18632	1.84825	1.19988	0.00415	0.0250282
857	CG5778	FBgn0038930	3R:17911092-17935903	young	old	1231.39	2576.58	1.06517	1.09833	0.00485	0.0284246
858	CG5793	FBgn0038858	3R:16953445-16954630	young	old	112.99	372.949	1.72278	3.05464	5e-05	0.000618758
859	CG5798	FBgn0038862	3R:16959983-16963938	young	old	44.3432	25.551	-0.795333	-1.29436	0.0011	0.0085992
860	CG5805	FBgn0039223	3R:20610458-20613152	young	old	28.6582	19.3142	-0.569288	-1.06353	0.00915	0.0466287
861	CG5819	FBgn0034717	2R:18180963-18184463	young	old	15.9976	25.5109	0.673258	1.22013	0.00325	0.0206595
862	CG5840	FBgn0038516	3R:13361408-13365698	young	old	58.642	121.939	1.05616	1.60142	1e-04	0.00115824
863	CG5847	FBgn0036985	3L:20410331-20417322	young	old	0.981786	0.135821	-2.8537	-2.47913	5e-05	0.000618758
864	CG5849	FBgn0038897	3R:17565826-17570153	young	old	6.05516	10.8731	0.844532	1.39156	0.00115	0.00886935
865	CG5853	FBgn0032167	2L:9938864-9947442	young	old	36.5328	117.649	1.68722	2.52948	5e-05	0.000618758
866	CG5916	FBgn0038401	3R:11972740-11975115	young	old	11.8514	6.67818	-0.827531	-1.31707	0.00185	0.0131753
867	CG5931	FBgn0263599	3L:15953907-15960956	young	old	7.25729	11.2461	0.631929	1.18588	0.00415	0.0250282
868	CG5934	FBgn0039505	3R:23099425-23100287	young	old	49.3266	29.493	-0.741993	-1.2562	0.0016	0.0116934
869	CG5948	FBgn0039386	3R:21721543-21722896	young	old	10.4164	5.18945	-1.00521	-1.07492	0.0078	0.0410562
870	CG5953	FBgn0032587	2L:16509119-16532877	young	old	2.90634	6.76698	1.21931	1.70303	0.00015	0.00164377
871	CG5955	FBgn0036997	3L:20460047-20462692	young	old	25.0923	121.512	2.27579	3.92696	5e-05	0.000618758
872	CG5958	FBgn0031913	2L:7430528-7433480	young	old	104.857	213.014	1.02253	1.76448	5e-05	0.000618758
873	CG5966	FBgn0029831	X:5882844-5886677	young	old	4.27974	75.408	4.13912	5.6259	5e-05	0.000618758
874	CG5999	FBgn0038083	3R:8567679-8569402	young	old	0.838345	3.64939	2.12204	1.44557	0.0027	0.0178127
875	CG6006	FBgn0063649	3R:11981039-11997492	young	old	11.1509	4.81096	-1.21276	-2.03611	5e-05	0.000618758
876	CG6024	FBgn0036202	3L:11725243-11759282	young	old	14.5594	9.63153	-0.596116	-1.13709	0.00555	0.0315426
877	CG6044	FBgn0034725	2R:18291677-18295880	young	old	136.469	77.6574	-0.813375	-1.46334	0.00045	0.00405706
878	CG6045	FBgn0038349	3R:11368473-11373457	young	old	28.4405	42.0027	0.562538	1.05424	0.0074	0.0395693
879	CG6067	FBgn0029828	X:5849662-5858190	young	old	104.429	305.209	1.54728	2.42326	5e-05	0.000618758
880	CG6083	FBgn0036183	3L:11617623-11619225	young	old	15.5647	6.82633	-1.18909	-1.73124	5e-05	0.000618758
881	CG6084	FBgn0086254	3L:11613632-11617481	young	old	178.957	548.519	1.61593	2.63723	5e-05	0.000618758
882	CG6114	FBgn0036544	3L:15893255-15917552	young	old	15.9238	9.57748	-0.73347	-1.40839	6e-04	0.00516159
883	CG6151	FBgn0261722	3L:15803212-15809509	young	old	177.259	99.6725	-0.830592	-1.48283	0.00015	0.00164377
884	CG6154	FBgn0039420	3R:22088383-22102772	young	old	6.44383	3.74717	-0.782116	-1.27759	0.00245	0.0164411
885	CG6184	FBgn0038725	3R:15476595-15483588	young	old	2.97242	7.08505	1.25314	1.62363	2e-04	0.00208188
886	CG6188	FBgn0038074	3R:8500330-8501806	young	old	64.2922	1383.59	4.42763	5.36587	5e-05	0.000618758
