Affy ID,Q value (Age),Old,Young,Fold Change (Young/Old),Fold Change (Old/Young),FlyBase ID,Symbol,Name
 151832_at,0.02189052,167.55,146.1,0.9,1.1,---,---,---
 151834_at,0.003398303,94.9,44.5,0.5,2.1,FBgn0052130,CG32130,---
 151835_at,0.03262418,21.4625,36.4,1.7,0.6,FBgn0035734,CG14823,---
 151836_at,0.01623522,133,84.3,0.6,1.6,FBgn0033710,CG17739,---
 151838_at,0.002437519,805.075,446.2625,0.6,1.8,FBgn0031263,CG2789,---
 151839_at,0.000223115,1168.0875,390.6625,0.3,3.0,---,---,---
 151840_at,0.001057194,51.5,89.425,1.7,0.6,FBgn0027615,CG6404,---
 151841_at,0.03555512,114.9125,90.9875,0.8,1.3,FBgn0033320,CG8586,---
 151845_at,0.02525039,46.4125,36.8375,0.8,1.3,FBgn0034718,wdp,windpipe
 151846_at,0.007007575,28.85,17.9375,0.6,1.6,FBgn0030799,CG4872,---
 151850_at,0.009552956,138.5,86.35,0.6,1.6,FBgn0029876,CG3960,---
 151851_at,0.0305924,192.5875,155,0.8,1.2,FBgn0027611,CG6206,---
 151852_at,0.01627801,28.3,20.85,0.7,1.4,FBgn0053111,CG33111,---
 151853_at,0.04249341,319.9625,282.1625,0.9,1.1,FBgn0027610,CG8790,---
 151860_at,0.01344038,254.25,140.6875,0.6,1.8,FBgn0003249,Rh3,Rhodopsin 3
 151861_at,0.03038295,36.8625,26.8,0.7,1.4,FBgn0027607,CG8230,---
 151868_at,0.0153319,56.35,34.3625,0.6,1.6,FBgn0027605,CG6842,---
 151870_at,0.001257276,34.3375,19.9875,0.6,1.7,FBgn0035101,p130CAS,---
 151872_at,0.00851728,35.1375,54.675,1.6,0.6,FBgn0030039,CG12123,---
 151873_at,0.02096246,80.5125,113.425,1.4,0.7,FBgn0034649,CG9865,---
 151874_at,0.03897549,34.525,53.5,1.5,0.6,FBgn0027603,Ulp1,---
 151875_at,0.04393824,194.7875,241.7875,1.2,0.8,FBgn0010213,Sod2,Superoxide dismutase 2 (Mn)
 151877_at,0.04439218,67.6125,89.625,1.3,0.8,FBgn0026593,CG5707,---
 151886_at,0.04140129,11.075,18.125,1.6,0.6,FBgn0037348,CG2919,---
 151888_at,0.000702041,60.85,38.5625,0.6,1.6,FBgn0027930,CG1102,---
 151893_at,0.03432402,164.05,114.9,0.7,1.4,FBgn0034693,CG11073,---
 151896_at,0.004720807,134.1875,93.7875,0.7,1.4,FBgn0035528,CG15012,---
 151898_at,0.01410898,56.6125,47.4375,0.8,1.2,FBgn0024889,Kap-1,karyopherin 1
 151899_at,0.04262009,232.0125,176.15,0.8,1.3,FBgn0036992,CG11796,---
 151902_at,0.01120625,26.3,17.5375,0.7,1.5,FBgn0028371,jbug,jitterbug
 151908_at,0.03286533,88.625,107.075,1.2,0.8,FBgn0030668,CG8128,---
 151909_at,0.03047534,560.7125,403.075,0.7,1.4,FBgn0032350,CG6287,---
 151923_at,0.04249341,238.2125,182.2,0.8,1.3,FBgn0030350,SelG,Selenoprotein G
 151925_at,0.004538121,32.35,47.5,1.5,0.7,FBgn0038569,CG7218,---
 151926_at,0.02565786,300.0625,471.975,1.6,0.6,FBgn0039348,CG4673,---
 151927_at,0.000934709,19.4125,72.6375,3.7,0.3,FBgn0036619,CG4784,---
 151931_at,0.004626518,581.1375,344.6375,0.6,1.7,FBgn0015795,Rab7,Rab-protein 7
 151932_at,0.04505049,1208.2,944.65,0.8,1.3,FBgn0000406,Cyt-b5-r,Cytochrome b5-related
 151933_at,0.02305321,60.65,50.6375,0.8,1.2,FBgn0027593,CG3799,---
 151937_at,0.006267432,597.5375,402.475,0.7,1.5,FBgn0037387,CG1213,---
 151939_at,0.007965806,19.7875,39.7875,2.0,0.5,FBgn0033459,CG12744,---
 151953_at,0.005730444,7.2625,11.8375,1.6,0.6,FBgn0030562,CG9400,---
 151959_at,0.006687534,45.325,26.0375,0.6,1.7,FBgn0010620,Sip1,SRY interacting protein 1
 151960_at,0.003057792,290.825,186.975,0.6,1.6,FBgn0010246,Myo61F,Myosin 61F
 151961_at,0.0153319,50.9125,39.0375,0.8,1.3,FBgn0031327,CG5397,---
 151962_at,0.002096669,265.1125,135.325,0.5,2.0,FBgn0034920,CG5597,---
 151965_at,0.01497148,7.1375,17.9125,2.5,0.4,FBgn0010317,CycJ,Cyclin J
 151970_at,0.005203387,173.15,129.2,0.7,1.3,FBgn0021814,Vps28,---
 151983_at,0.02465975,461.6,387.875,0.8,1.2,FBgn0027590,CG16936,---
 151984_at,0.03810282,28.7,40.75,1.4,0.7,FBgn0034921,CG11183,---
 151989_at,0.003146226,101.475,69.6375,0.7,1.5,FBgn0031645,CG3036,---
 151990_at,0.01992219,40.6125,31.475,0.8,1.3,FBgn0035515,CG14997,---
 151992_at,0.004693622,88.4,55.9,0.6,1.6,FBgn0037302,CG10233,---
 151994_at,0.0257831,43.2,43.25,1.0,1.0,FBgn0037372,CG2091,---
 151997_at,0.04590834,61.1875,46.25,0.8,1.3,FBgn0016126,CaMKI,Calcium/calmodulin-dependent protein kinase I
 152000_at,0.005487488,142.3375,101.625,0.7,1.4,FBgn0029709,CG3564,---
 152003_at,0.04043372,93.25,75.625,0.8,1.2,FBgn0036857,CG9629,---
 152007_at,0.0438395,19.15,32.425,1.7,0.6,FBgn0038332,CG6136,---
 152017_at,0.001346193,115.8875,76.45,0.7,1.5,FBgn0027585,CG8740,---
 152019_at,0.033147,33.225,14.9375,0.4,2.2,FBgn0039298,to,takeout
 152020_at,0.01938647,83.075,56.0125,0.7,1.5,FBgn0051150,CG31150,---
 152023_at,0.03205981,10.4125,5.5125,0.5,1.9,FBgn0041181,TepIII,Thiolester containing protein III
 152025_at,0.000210679,96,31.775,0.3,3.0,FBgn0030159,CG9689,---
 152027_at,0.0260057,32.7875,24.55,0.7,1.3,FBgn0035076,Ance-5,---
 152033_at,0.04372577,10.1875,12.9875,1.3,0.8,FBgn0034566,CG9313,---
 152035_at,0.00070192,323.75,189.275,0.6,1.7,FBgn0032704,CG10373,---
 152050_at,0.04610275,49.4375,38.5125,0.8,1.3,FBgn0037057,CG10512,---
 152053_at,0.00742477,156.425,121.3875,0.8,1.3,FBgn0032156,CG13124,---
 152056_at,0.006491526,364.775,260.7375,0.7,1.4,FBgn0003231,ref(2)P,refractory to sigma P
 152063_at,0.001237762,873.0625,444.9,0.5,2.0,FBgn0033820,CG4716,---
 152067_at,0.04003948,27.7125,44.2125,1.6,0.6,FBgn0004913,Gnf1,Germ line transcription factor 1
 152070_at,0.000296321,1404.2,892.9625,0.6,1.6,FBgn0030521,CG10992,---
 152078_at,0.01525072,119.2875,80.375,0.7,1.5,FBgn0031824,CG9547,---
 152079_at,0.007146277,125.475,71.8125,0.6,1.7,FBgn0034412,CG15105,---
 152086_at,0.000841429,592.325,324.6375,0.5,1.8,FBgn0036106,CG6409,---
 152087_at,0.01104339,23.5375,39.1125,1.7,0.6,FBgn0038686,CG5555,---
 152088_at,0.01814465,239.05,180.0125,0.8,1.3,FBgn0027579,CG5508,---
 152093_at,0.005203462,120.4875,82.8125,0.7,1.5,---,---,---
 152094_at,0.005207599,70.1875,57.8375,0.8,1.2,FBgn0036545,GXIVsPLA2,---
 152096_at,0.01105954,101.8,69.625,0.7,1.5,FBgn0036367,CG10116,---
 152105_at,0.02707352,13.675,18.8875,1.4,0.7,FBgn0033323,CG12376,---
 152114_at,0.024133,36.45,31.3,0.9,1.2,FBgn0051445,CG31445,---
 152116_at,0.000351155,672.5625,289.6125,0.4,2.3,FBgn0020414,Idgf3,Imaginal disc growth factor 3
 152119_at,0.001461849,71.9625,35.2625,0.5,2.0,FBgn0015541,sda,slamdance
 152120_at,0.008275753,863.6375,613.6875,0.7,1.4,FBgn0038194,Cyp6d5,---
 152121_s_at,0.008464662,133.9125,97.45,0.7,1.4,FBgn0027572,CG5009,---
 152122_at,0.006817714,2099.1875,1127.75,0.5,1.9,FBgn0034296,CG10912,---
 152126_at,0.02035001,628.5875,451.3625,0.7,1.4,FBgn0027571,CG3523,---
 152129_at,0.000934709,44.325,17.725,0.4,2.5,FBgn0027569,CG7207,---
 152134_at,0.0213811,31.8125,69.9375,2.2,0.5,FBgn0034835,CG3092,---
 152137_at,0.007146277,51.275,81.9,1.6,0.6,FBgn0039754,CG9747,---
 152139_at,0.03029602,50.4125,26.25,0.5,1.9,FBgn0035880,CG17352,---
 152140_at,0.007146277,26.7625,13.1125,0.5,2.0,FBgn0032935,CG8678,---
 152146_at,0.02985649,72.3375,102.8125,1.4,0.7,FBgn0020372,TM4SF,Transmembrane 4 superfamily
 152147_at,0.02278372,63,83.8125,1.3,0.8,FBgn0032162,CG4592,---
 152149_at,0.04259272,51.2625,38.625,0.8,1.3,FBgn0010263,Rbp9,RNA-binding protein 9
 152155_at,0.000574287,207.95,88.325,0.4,2.4,FBgn0032899,CG9338,---
 152158_at,0.00728401,100.7875,63.25,0.6,1.6,FBgn0038877,CG3308,---
 152160_at,0.01090661,61.4375,75.1,1.2,0.8,FBgn0015239,Hr78,Hormone-receptor-like in 78
 152162_at,0.03608021,11.8875,7.2,0.6,1.7,FBgn0028523,CG5888,---
 152167_at,0.02146975,1013.6,746.45,0.7,1.4,FBgn0034871,CG3906,---
 152168_at,0.004256093,139.9,310.9625,2.2,0.4,FBgn0045828,CG10686,---
 152172_at,0.02694184,71.225,50.275,0.7,1.4,FBgn0039827,CG1544,---
 152176_at,0.03432402,3144.6125,4207.675,1.3,0.7,FBgn0040060,yip7,yippee interacting protein 7
 152178_at,0.01236968,99.75,158.275,1.6,0.6,FBgn0037723,SpdS,Spermidine Synthase
 152183_at,0.002893854,50.975,23.2625,0.5,2.2,FBgn0036627,CG4680,---
 152185_at,0.006045237,188.05,294.15,1.6,0.6,FBgn0039635,CG11876,---
 152186_at,0.00070192,66.9375,91.3375,1.4,0.7,FBgn0037202,Ssl1,---
 152188_at,0.04318005,62.0625,48.2,0.8,1.3,FBgn0020278,loco,locomotion defects
 152190_at,0.03781193,36.7625,59.1,1.6,0.6,FBgn0028579,phtf,---
 152197_at,0.0197247,161.725,137.675,0.9,1.2,FBgn0031376,CG10908,---
 152200_at,0.03089146,43.2,31.0375,0.7,1.4,FBgn0003308,ry,rosy
 152201_at,0.01969422,1805.3,1347.9,0.7,1.3,FBgn0027560,Tps1,Trehalose-6-phosphate synthase 1
 152203_at,0.003544402,52.45,30.2625,0.6,1.7,FBgn0002936,ninaA,neither inactivation nor afterpotential A
 152208_at,0.01217451,61.925,41.5125,0.7,1.5,FBgn0010470,Fkbp13,---
 152216_at,0.000545002,115.925,53.1625,0.5,2.2,FBgn0037386,CG1208,---
 152220_at,0.006249832,101.425,29.0125,0.3,3.5,FBgn0034517,CG18066,---
 152225_at,0.000246495,155.85,90.525,0.6,1.7,FBgn0020545,kraken,kraken
 152226_at,0.02481097,301.7375,641.4125,2.1,0.5,FBgn0002865,Mst98Ca,Male-specific RNA 98Ca
 152227_at,0.04318188,200.9875,243.4125,1.2,0.8,FBgn0038407,CG6126,---
 152228_at,0.001784126,484.8,251.4,0.5,1.9,FBgn0021872,Xbp1,X box binding protein-1
 152232_at,0.006267432,155.9625,198.775,1.3,0.8,FBgn0033235,CG8728,---
 152233_at,0.00063312,600.1375,340.5875,0.6,1.8,FBgn0027657,glob1,globin 1
 152234_at,0.01420225,157.8375,133.2,0.8,1.2,FBgn0008635,Cop,coatomer protein
 152242_at,0.000529324,217.8125,154.1875,0.7,1.4,FBgn0039213,atl,atlastin
 152245_at,0.001400735,1058.4125,321.3875,0.3,3.3,FBgn0033857,CG13335,---
 152248_at,0.01051286,11.3,27.3625,2.4,0.4,FBgn0028520,CG4891,---
 152250_at,0.008433962,38.025,64.775,1.7,0.6,FBgn0036763,CG7441,---
 152253_at,0.002164882,142.2125,106.6,0.7,1.3,FBgn0037215,CG12582,---
 152255_at,0.00089145,128.4375,62.35,0.5,2.1,FBgn0039464,CG6330,---
 152261_at,0.03149192,686.025,553.5,0.8,1.2,FBgn0027844,CAH1,Carbonic anhydrase 1
 152263_at,0.00369151,84.9625,57.4125,0.7,1.5,FBgn0038179,CG9312,---
 152265_at,0.0314512,75.925,159.375,2.1,0.5,FBgn0039313,CG11892,---
 152267_at,0.001088364,121.5875,85.65,0.7,1.4,FBgn0011576,Cyp4d2,Cytochrome P450-4d2
 152269_at,0.03087145,92.475,120.275,1.3,0.8,FBgn0030883,CG7772,---
 152274_at,0.00621483,349.8,223.8,0.6,1.6,FBgn0046302,CG10650,---
 152279_at,0.03781133,7.825,4.3375,0.6,1.8,FBgn0053047,CG33047,---
 152280_at,0.005203387,37.2125,23.0625,0.6,1.6,FBgn0030355,CG2467,---
 152283_at,0.000574287,286.0625,183.1,0.6,1.6,FBgn0052549,CG32549,---
 152294_at,0.04604013,72.2625,61.2875,0.8,1.2,FBgn0036759,CG5577,---
 152300_at,0.03202938,166.975,154.5875,0.9,1.1,FBgn0036237,viaf,viral IAP-associated factor
 152302_at,0.0071413,61.15,39.3875,0.6,1.6,FBgn0011581,Dms,Dromyosuppressin
 152305_at,0.00972936,45.3375,54.8125,1.2,0.8,FBgn0033249,CG11191,---
 152306_at,0.03123557,272.175,218.575,0.8,1.2,FBgn0052626,CG32626,---
 152308_at,0.000352391,424.275,219.625,0.5,1.9,FBgn0034638,CG10433,---
 152311_at,0.002927296,233.0875,167.675,0.7,1.4,FBgn0052434,loner,---
 152314_at,0.01893579,43.625,65.2875,1.5,0.7,FBgn0036512,CG16979,---
 152315_at,0.03123557,15.375,18.5,1.2,0.8,FBgn0026206,mei-P26,---
 152316_at,0.03249951,42.1375,60.65,1.4,0.7,FBgn0037023,CG3698,---
 152321_at,0.04689939,20.85,28.5125,1.4,0.7,FBgn0038752,CG4462,---
 152325_at,0.0197247,408.7125,225.675,0.6,1.8,FBgn0039114,Lsd-1,Lipid storage droplet-1
 152330_at,0.04859319,50.2625,60.9375,1.2,0.8,FBgn0002938,ninaC,neither inactivation nor afterpotential C
 152339_at,0.007310392,66.9375,88.75,1.3,0.8,FBgn0035107,CG1216,---
 152346_s_at,0.02320746,91.8375,112.0375,1.2,0.8,FBgn0027549,CG7927,---
 152347_at,0.02181128,123.1,88.6,0.7,1.4,FBgn0039628,CG11841,---
 152350_at,0.001815107,338.9375,270.1,0.8,1.3,FBgn0027547,CG1927,---
 152351_at,0.0174741,211.925,152.75,0.7,1.4,FBgn0035950,CG5288,---
 152354_at,0.01053778,196.85,149.65,0.8,1.3,FBgn0039714,CG7816,---
 152357_at,0.0307301,166.7,124.275,0.7,1.3,FBgn0015794,Rab-RP4,Rab-related protein 4
 152358_at,0.00230358,1001.65,768.4,0.8,1.3,FBgn0000370,crc,cryptocephal
 152368_at,0.001194518,254.7125,105.975,0.4,2.4,FBgn0038465,CG8913,---
 152369_at,0.02032193,1847.15,2263.4125,1.2,0.8,FBgn0032049,CG13095,---
 152371_at,0.01681979,85,58.05,0.7,1.5,FBgn0039081,Irk2,Inwardly rectifying potassium channel 2
 152375_at,0.000161728,786.625,339.1625,0.4,2.3,FBgn0024211,mfas,midline fasciclin
 152381_at,0.02177431,50.5,37.375,0.7,1.4,FBgn0020388,Pcaf,---
 152383_at,0.01178369,1288.3875,1676.325,1.3,0.8,FBgn0000116,Argk,Arginine kinase
 152387_at,0.03514709,15.5125,13.0625,0.8,1.2,FBgn0027544,CG2217,---
 152389_at,0.02296421,33.9,78.6375,2.3,0.4,FBgn0038208,CG14355,---
 152393_at,0.02781858,403.225,346.9375,0.9,1.2,FBgn0030593,CG9512,---
 152401_at,0.03306549,134.4875,115.4125,0.9,1.2,FBgn0032015,CG7830,---
 152405_at,0.01133119,34.7375,20.85,0.6,1.7,FBgn0027542,CG6014,---
 152407_at,0.02875181,445.9875,353.8,0.8,1.3,FBgn0033246,CG11198,---
 152415_at,0.01943428,44.95,35.925,0.8,1.3,FBgn0034951,CG3860,---
 152422_at,0.02745053,95.25,76.2125,0.8,1.2,FBgn0035030,CG3541,---
 152424_at,0.01053778,149.3625,206.7375,1.4,0.7,FBgn0003071,Pfk,Phosphofructokinase
 152425_at,0.000820098,28.9625,17.9,0.6,1.6,FBgn0033079,Fmo-2,---
 152426_at,0.002137465,152.2,112.55,0.7,1.4,FBgn0036211,CG5946,---
 152434_at,0.02220461,283.525,176.15,0.6,1.6,FBgn0051004,CG31004,---
 152443_at,0.01519363,57.4125,44.8375,0.8,1.3,FBgn0046296,CG11534,---
 152445_at,0.03042663,206.875,171.9125,0.8,1.2,FBgn0052940,Pif1,---
 152447_at,0.04188372,384.1125,695.7125,1.8,0.6,FBgn0034134,CG4750,---
 152452_at,0.005048805,466.7375,264.0625,0.6,1.8,FBgn0020415,Idgf2,Imaginal disc growth factor 2
 152457_at,0.000595996,148.45,72.9625,0.5,2.0,FBgn0035985,CG3672,---
 152461_at,0.001865413,112.4125,73.85,0.7,1.5,FBgn0027619,Adam,---
 152463_at,0.000529324,31.2125,23.275,0.7,1.3,FBgn0030164,CG1889,---
 152466_at,0.02911609,28.3,42.275,1.5,0.7,FBgn0032883,CG9323,---
 152483_at,0.02471489,447.4375,986.6875,2.2,0.5,FBgn0035915,CG6372,---
 152487_at,0.01130236,46.8,65.4375,1.4,0.7,FBgn0024371,E2f2,E2F transcription factor 2
 152488_at,0.02120218,394.9,569.8,1.4,0.7,FBgn0040502,CG8343,---
 152491_at,0.03716641,8.6125,22.3625,2.6,0.4,FBgn0034957,CG3121,---
 152503_at,0.000876407,1713.5375,1385.7875,0.8,1.2,FBgn0015288,RpL22,Ribosomal protein L22
 152504_at,0.04478431,618.1125,845.8875,1.4,0.7,FBgn0014869,Pglym78,Phosphoglyceromutase
 152506_at,0.000635214,2442,1298.6875,0.5,1.9,FBgn0030999,CG7874,---
 152508_at,0.03608021,127.9375,83.95,0.7,1.5,FBgn0031897,CG13784,---
 152512_at,0.04969007,206.2375,172.775,0.8,1.2,FBgn0003748,Treh,Trehalase
 152515_at,0.04303344,415.7625,392.4125,0.9,1.1,FBgn0003074,Pgi,Phosphoglucose isomerase
 152519_at,0.03023554,55.85,46.525,0.8,1.2,FBgn0033764,CG8776,---
 152520_at,0.006819068,16.7125,6.725,0.4,2.5,FBgn0034094,Tsf3,Transferrin 3
 152522_at,0.04092263,6.8375,25.1,3.7,0.3,---,---,---
 152535_at,0.04717481,12.5625,24.325,1.9,0.5,FBgn0032677,CG5790,---
 152536_at,0.02747054,31.15,46.3625,1.5,0.7,FBgn0034173,CG9010,---
 152538_at,0.03757355,302.1,427.4375,1.4,0.7,FBgn0017539,Scs-fp,Succinyl coenzyme A synthetase flavoprotein subunit
 152539_at,0.02655002,87.1375,106.4125,1.2,0.8,FBgn0037378,CG2046,---
 152547_at,0.000724097,131.625,75.0875,0.6,1.8,FBgn0033385,CG8055,---
 152549_at,0.04055401,32.025,63.4,2.0,0.5,FBgn0017551,Rca1,Regulator of cyclin A1
 152552_at,0.04028473,72.25,64.125,0.9,1.1,FBgn0051085,CG31085,---
 152553_at,0.0480454,44.4875,35.75,0.8,1.2,FBgn0035710,SP1173,---
 152557_at,0.01391539,65.5875,108.175,1.6,0.6,FBgn0037610,CG8043,---
 152559_at,0.008716476,110.525,59.875,0.5,1.8,FBgn0003965,v,vermilion
 152563_at,0.01997197,106.0375,80.0875,0.8,1.3,FBgn0038803,CG5191,---
 152565_at,0.03306549,367.1375,482.1,1.3,0.8,FBgn0038294,Zeelin1,---
 152573_at,0.04897335,98.35,149.125,1.5,0.7,FBgn0052919,CG32919,---
 152575_at,0.001705252,19.475,9.95,0.5,2.0,FBgn0029810,CG12239,---
 152576_at,0.011285,15.8875,9.225,0.6,1.7,FBgn0053171,CG33171,---
 152577_at,0.02793466,217.9375,277.2125,1.3,0.8,FBgn0029161,kisir,Kisir
 152578_at,0.03839908,8.2875,9.3875,1.1,0.9,FBgn0037003,CG18281,---
 152581_at,0.000384889,91.2125,41.45,0.5,2.2,FBgn0028984,Spn5,Serine protease inhibitor 5
 152586_at,0.04439218,36.125,27.1,0.8,1.3,FBgn0038143,CG9813,---
 152587_at,0.02298771,8.7875,7.2875,0.8,1.2,FBgn0030706,CG8909,---
 152590_at,0.006540506,123.3375,87.8875,0.7,1.4,FBgn0037231,CG9779,---
 152591_at,0.01619768,246.075,163.0875,0.7,1.5,FBgn0034200,CG11395,---
 152599_at,0.033147,28,51.7875,1.8,0.5,FBgn0013988,Strn-Mlck,Stretchin-Mlck
 152602_at,0.04001268,115.8125,98.2375,0.8,1.2,FBgn0038297,CG4196,---
 152604_at,0.02378375,250.0375,381.375,1.5,0.7,FBgn0036015,CG3088,---
 152608_at,0.004037928,105,61.9375,0.6,1.7,FBgn0038972,CG7054,---
 152618_at,0.000351155,210.2375,63.0375,0.3,3.3,FBgn0033134,Tsp42El,Tetraspanin 42El
 152621_at,0.03032052,41.4125,63.525,1.5,0.7,FBgn0036366,CG10133,---
 152631_at,0.00059011,313.475,211.65,0.7,1.5,FBgn0003691,th,thread
 152644_at,0.04859251,20.75,42.675,2.1,0.5,FBgn0038398,sxe2,sex-specific enzyme 2
 152646_at,0.03175133,64.425,103.1375,1.6,0.6,FBgn0034816,CG3085,---
 152654_at,0.033147,19.3625,10.0625,0.5,1.9,FBgn0028886,CG15279,---
 152656_at,0.008587167,73.6875,57.3375,0.8,1.3,FBgn0020304,drongo,drongo
 152658_at,0.02745053,80.675,51.875,0.6,1.6,FBgn0030304,Cyp4g15,---
 152659_at,0.002600867,62.2875,33.85,0.5,1.8,FBgn0039402,CG14542,---
 152660_at,0.01619768,229.6,118.825,0.5,1.9,FBgn0030777,CG9672,---
 152661_at,0.00239627,53.5625,29.6625,0.6,1.8,FBgn0030749,Anxb11,Annexin B11
 152667_at,0.01681979,122.15,101.825,0.8,1.2,FBgn0025724,Cop,#NAME?
 152669_at,0.0113709,438.1,218.7125,0.5,2.0,FBgn0020385,pug,pugilist
 152673_at,0.03598277,224.1625,188.6,0.8,1.2,FBgn0025680,cry,cryptochrome
 152675_at,0.001404878,347.1875,223.6625,0.6,1.6,FBgn0030484,CG1681,---
 152681_at,0.03123557,157.0375,134.5,0.9,1.2,FBgn0033624,CG12384,---
 152684_at,0.002137465,90.075,57.6625,0.6,1.6,FBgn0032358,CG4851,---
 152687_at,0.02029492,390.2,258.0375,0.7,1.5,FBgn0030688,CG8952,---
 152699_at,0.04683772,2463.1125,2147.8875,0.9,1.1,FBgn0001942,eIF-4a,Eukaryotic initiation factor 4a
 152701_at,0.004413035,139.3875,81.0625,0.6,1.7,FBgn0038865,CG10824,---
 152707_at,0.009958964,21.475,58.25,2.7,0.4,FBgn0034655,CG10307,---
 152709_at,0.006159384,201.6125,102.0625,0.5,2.0,FBgn0041194,Prat2,Phosphoribosylamidotransferase 2
 152712_at,0.01133119,53.5,116.2125,2.2,0.5,FBgn0032371,CG4983,---
 152715_at,0.003560043,455.525,220.775,0.5,2.1,FBgn0033188,CG1600,---
 152717_at,0.000529324,476.725,343.55,0.7,1.4,FBgn0023507,CG3835,---
 152721_at,0.000317767,93.3375,26.0125,0.3,3.6,FBgn0020416,Idgf1,Imaginal disc growth factor 1
 152723_at,0.007293632,63.025,41.0125,0.7,1.5,FBgn0035975,PGRP-LA,Peptidoglycan recognition protein LA
 152729_at,0.01693664,20.1375,14.45,0.7,1.4,FBgn0033574,CG7722,---
 152731_at,0.03765798,29.75,56.05,1.9,0.5,FBgn0031526,CG8838,---
 152734_at,0.000692911,126.0875,47.4375,0.4,2.7,FBgn0028940,Cyp28a5,---
 152736_at,0.009512914,58.95,31.675,0.5,1.9,FBgn0039629,CG11842,---
 152740_at,0.02078779,27.375,36.3625,1.3,0.8,FBgn0035266,CG7995,---
 152743_at,0.04751179,546.5125,457.5875,0.8,1.2,FBgn0040398,CG14629,---
 152744_at,0.02549929,420.4375,529.15,1.3,0.8,FBgn0035032,CG4692,---
 152748_at,0.003576454,156.7125,84.1625,0.5,1.9,FBgn0030157,CG1468,---
 152755_at,0.0260057,133.825,101.425,0.8,1.3,FBgn0033269,CG8709,---
 152759_at,0.001622462,548.3625,283.475,0.5,1.9,FBgn0032774,CG17549,---
 152765_at,0.00460326,23.175,15.225,0.7,1.5,FBgn0035557,CG11353,---
 152766_at,0.02285349,56.6875,177.575,3.1,0.3,FBgn0002563,Lsp1,Larval serum protein 1
 152767_at,0.003250193,58.3125,29.65,0.5,2.0,FBgn0040600,CG13631,---
 152771_at,0.005144438,82.5125,55.55,0.7,1.5,FBgn0039266,CG11791,---
 152772_at,0.03273208,23.175,17.4125,0.8,1.3,FBgn0036773,CG13698,---
 152780_at,0.000161728,202.1875,122.025,0.6,1.7,FBgn0035251,CG7967,---
 152794_at,0.0132886,162.9375,342.175,2.1,0.5,FBgn0035781,CG8560,---
 152798_at,0.01151329,33.875,18.2375,0.5,1.9,FBgn0036806,Cyp12c1,---
 152800_at,0.04435099,25.9,16.0375,0.6,1.6,FBgn0033792,CG13325,---
 152803_at,0.006283274,15.95,32.6625,2.0,0.5,FBgn0031423,CG3557,---
 152805_at,0.03434862,103.4625,262.9125,2.5,0.4,FBgn0028870,CG4691,---
 152806_at,0.02181128,101.775,145.4125,1.4,0.7,---,---,---
 152814_at,0.000334431,448.5625,243.0375,0.5,1.8,FBgn0014020,Rho1,glass multimer reporter construct of Hariharan
 152816_at,0.02064711,4757.7375,3492.8375,0.7,1.4,FBgn0029990,CG2233,---
 152819_at,0.006540506,37.7375,30.8875,0.8,1.2,FBgn0038733,CG11407,---
 152827_at,0.000334431,146.7625,80.825,0.6,1.8,FBgn0037906,PGRP-LB,Peptidoglycan recognition protein LB
 152828_at,0.04531855,55.9,48.575,0.9,1.2,FBgn0053075,CG33075,---
 152830_at,0.02109527,178.9625,106.425,0.6,1.7,FBgn0035154,CG3344,---
 152840_at,0.000440032,87.55,50.125,0.6,1.7,FBgn0039208,CG6643,---
 152841_at,0.033147,140.85,185.6125,1.3,0.8,FBgn0038774,CG5023,---
 152844_at,0.0273247,39.65,52.6375,1.3,0.8,FBgn0037734,CG9448,---
 152851_at,0.04313794,166.25,114.15,0.7,1.5,---,---,---
 152858_at,0.002096669,41.8375,73.825,1.8,0.6,FBgn0003302,rux,roughex
 152864_at,0.02486565,136.2625,114.025,0.8,1.2,FBgn0039135,CG13603,---
 152865_at,0.01393382,35.7625,25.1,0.7,1.4,FBgn0015033,Cyp4d8,Cytochrome P450-4d8
 152866_at,0.02983253,228.3625,179.925,0.8,1.3,FBgn0031689,Cyp28d1,---
 152868_at,0.004980043,13.425,23.2,1.7,0.6,FBgn0033636,tou,toutatis
 152874_at,0.000524269,47.4125,21.2375,0.4,2.2,FBgn0050015,CG30015,---
 152880_at,0.03451877,84.375,60.2625,0.7,1.4,FBgn0033765,nemy,no extended memory
 152881_at,0.001837338,67.1375,92.175,1.4,0.7,FBgn0002036,CG10561,---
 152890_at,0.00019802,237.375,104.725,0.4,2.3,FBgn0038088,CG10126,---
 152891_at,0.02791032,111.3125,90.8,0.8,1.2,FBgn0025697,CG12789,---
 152893_at,0.003507305,118.6875,97.2875,0.8,1.2,FBgn0036198,CG6038,---
 152896_at,0.02298771,36.4,23.7625,0.7,1.5,FBgn0003396,shn,schnurri
 152900_at,0.001180841,723.6875,521.9875,0.7,1.4,FBgn0025454,Cyp6g1,Saccharomyces cerevisiae UAS construct a of Daborn
 152901_at,0.01654194,408.3875,149.95,0.4,2.7,FBgn0032699,CG10383,---
 152911_at,0.01951658,361.6125,246.025,0.7,1.5,FBgn0043044,desat1,---
 152918_at,0.01843128,78.6625,56.6375,0.7,1.4,FBgn0037308,Hph,HIF prolyl hydroxylase
 152931_at,0.004124444,92.65,51,0.6,1.8,FBgn0033949,CG10131,---
