ProbeSet,FlyBase_ID,CT_ID,CG_ID,Symbol,"Cluster
{Aging_Girardot}","Cluster
{Body parts_Girardot}","Cluster
{Aging_Landis}","Cluster
{Aging_Pletcher}","Cluster
{SOMsexe_Parisi}",<Cs_Hd_40d/Cs_Hd_3d>
145141_at,FBgn0030670,CT26396,CG9245,CG9245,0,0,0,13,7,0.77
152783_at,FBgn0037988,CT34534,CG14740,CG14740,13,12,0,0,3,0.77
147085_at,FBgn0050045,CT24851,CG30045,CG30045,0,12,0,0,7,0.77
152215_at,FBgn0028487,CT37494,CG9611,CG9611,13,0,4,0,7,0.77
154195_at,FBgn0014028,CT11029,CG3283,SdhB,7,0,4,0,9,0.78
149415_at,FBgn0037461,CT35092,CG15177,CG15177,13,12,4,0,3,0.78
152132_at,FBgn0035403,CT34801,CG14956,CG14956,0,2,0,0,0,0.78
147228_at,FBgn0033985,CT28823,CG10257,CG10257,0,2,0,0,7,0.78
145709_at,FBgn0031531,CT10939,CG8840,CG8840,0,12,0,0,5,0.78
148837_at,FBgn0036551,CT37791,CG17029,CG17029,0,0,5,0,4,0.78
142361_at,FBgn0033888,CT42428,CG18568,CG18568,13,12,0,0,5,0.78
153416_at,FBgn0052352,CT19556,CG32352,CG32352,14,5,0,0,-1,0.78
152270_at,FBgn0034745,CT14129,CG4329,CG4329,13,0,0,0,3,0.78
148553_at,FBgn0052071,CT19602,CG32071,CG32071,0,12,5,0,0,0.78
143022_at,FBgn0038376,CT10897,CG4225,CG4225,8,0,0,0,8,0.78
151623_at,FBgn0033987,CT31991,CG12424,CG12424,0,2,0,0,9,0.78
150612_at,FBgn0039368,CT38132,CG17196,CG17196,13,12,0,0,3,0.78
148764_at,FBgn0036442,CT32838,CG13473,CG13473,13,12,4,0,3,0.78
143971_at,FBgn0023077,CT8105,CG2457,inaF,0,4,0,0,4,0.78
153701_at,FBgn0001980,CT35206,CG11861,gft,13,11,0,0,7,0.78
147530_at,FBgn0034485,CT31033,CG11099,CG11099,7,0,0,0,9,0.78
143829_at,FBgn0015609,CT21941,CG7100,CadN,13,0,0,0,3,0.78
153850_at,FBgn0038100,CT23865,CG12358,Paip2,0,0,4,0,5,0.78
153276_at,FBgn0026262,CT6427,CG2009,bip2,0,2,0,0,6,0.78
154255_at,FBgn0011327,CT11565,CG3431,Uch-L3,0,9,0,0,5,0.78
148258_at,FBgn0035672,CT20540,CG6600,CG6600,0,0,1,0,7,0.78
151815_at,FBgn0037035,CT29692,CG10589,CG10589,13,9,4,0,3,0.78
152091_at,FBgn0036031,CT20997,CG6761,CG6761,13,0,0,0,3,0.78
149416_at,FBgn0037462,CT35094,CG15179,CG15179,13,0,0,0,3,0.78
147671_at,FBgn0034720,CT31278,CG11206,CG11206,7,0,0,0,0,0.78
150339_at,FBgn0038918,CT20779,CG6690,CG6690,0,12,0,0,7,0.78
149753_at,FBgn0038018,CT28285,CG10090,Tim17a1,0,12,4,0,3,0.78
149968_at,FBgn0038353,CT17118,CG5399,CG5399,8,11,0,13,4,0.78
144643_at,FBgn0029940,CT6090,CG1958,CG1958,0,12,0,0,3,0.78
144123_at,FBgn0026371,CT22193,CG7186,SAK,0,11,0,0,3,0.78
150055_at,FBgn0038486,CT16817,CG5265,CG5265,0,0,4,0,3,0.78
141420_at,FBgn0025620,CT32685,CG13360,CG13360,7,0,0,0,9,0.78
146894_at,FBgn0033432,CT32076,CG12928,CG12928,0,0,0,6,1,0.79
142359_at,FBgn0050360,CT6492,CG30360,CG30360,8,10,0,0,4,0.79
142946_at,FBgn0020129,CT13570,CG12240,DnaJ-60,0,0,4,0,5,0.79
151598_at,FBgn0035720,CT28357,CG10077,CG10077,0,6,0,0,0,0.79
152312_at,FBgn0022160,CT21775,CG8256,l(2)k05713,14,0,0,0,4,0.79
146607_at,FBgn0032971,CT20774,CG6691,CG6691,13,0,0,0,5,0.79
151123_at,FBgn0040638,CT32171,CG12979,CG12979,0,9,0,0,-1,0.79
152105_at,FBgn0033323,CT25238,CG12376,CG12376,13,12,0,0,3,0.79
141624_at,FBgn0035023,CT32968,CG13586,CG13586,0,0,0,11,7,0.79
148575_at,FBgn0036160,CT19318,CG12289,CG12289,13,11,0,0,3,0.79
153885_at,FBgn0040496,CT38006,CG17104,CG17104,0,0,4,0,-1,0.79
144051_at,FBgn0025186,CT17832,CG5709,ari-2,0,2,0,0,0,0.79
149299_at,FBgn0037283,CT34436,CG14658,CG14658,0,12,0,0,0,0.79
144277_at,FBgn0028868,CT15171,CG4701,CG4701,13,0,4,0,5,0.79
154554_at,FBgn0040237,CT19832,CG6815,bor,0,0,7,0,5,0.79
143925_at,FBgn0020399,CT21227,CG6864,Mst89B,13,9,4,0,5,0.79
150613_at,FBgn0039369,CT38130,CG17195,CG17195,13,12,0,0,3,0.79
149551_at,FBgn0053187,CT37261,CG33187,CG33187,0,11,4,0,5,0.79
152593_at,FBgn0038938,CT21895,CG7084,CG7084,0,8,5,15,4,0.79
151734_at,FBgn0004435,CT39359,CG17759,Galpha49B,0,2,0,0,6,0.79
142331_i_at,FBgn0034740,CT12835,CG3875,CG3875,14,12,4,0,-1,0.79
144267_at,FBgn0028856,CT40483,CG18063,CG18063,13,9,0,0,3,0.79
145774_at,FBgn0031623,CT35787,CG15632,Taf12L,0,12,4,0,7,0.79
150421_at,FBgn0039049,CT20887,CG6726,CG6726,0,12,5,0,4,0.79
148328_at,FBgn0052380,CT14410,CG32380,CG32380,13,0,0,0,0,0.79
144491_at,FBgn0029725,CT9824,CG2871,CG2871,13,12,4,0,3,0.79
146031_at,FBgn0040098,CT39434,CG17799,lectin-29Ca,0,12,8,0,5,0.79
146759_at,FBgn0033208,CT4139,CG1577,mRpL52,7,0,0,0,8,0.79
148940_at,FBgn0036708,CT33191,CG13725,CG13725,13,12,4,0,3,0.79
148018_at,FBgn0035299,CT33479,CG11815,CG11815,13,9,0,0,3,0.79
154574_at,FBgn0030718,CT26228,CG9172,CG9172,0,0,4,0,9,0.79
144600_at,FBgn0029877,CT39281,CG17717,CG17717,13,12,0,0,5,0.79
141492_at,FBgn0030242,CT4502,CG1655,CG1655,13,12,0,0,0,0.79
152321_at,FBgn0038752,CT14514,CG4462,CG4462,7,0,5,0,9,0.79
147052_at,FBgn0033680,CT32427,CG13186,CG13186,0,12,0,0,3,0.79
153829_at,FBgn0037218,CT1665,CG1107,auxillin,0,2,0,0,1,0.79
151751_at,FBgn0033739,CT24911,CG8529,Dyb,0,2,0,0,7,0.79
147632_at,FBgn0034651,CT35861,CG15676,CG15676,0,9,4,0,3,0.79
146810_at,FBgn0033297,CT6532,CG8690,CG8690,0,12,0,10,4,0.79
147196_at,FBgn0033927,CT28437,CG10102,CG10102,0,0,0,11,0,0.79
147521_at,FBgn0034475,CT33400,CG13874,Obp56h,0,2,0,0,7,0.79
152465_at,FBgn0017453,CT16683,CG5215,Zn72D,0,2,0,0,6,0.79
144146_at,FBgn0026439,CT12517,CG3747,Eaat1,0,0,0,11,9,0.79
147710_at,FBgn0034774,CT32899,CG13526,CG13526,13,8,0,0,3,0.79
150034_at,FBgn0038453,CT28992,CG10326,CG10326,0,2,0,0,2,0.79
147126_i_at,FBgn0033788,CT32639,CG13323,CG13323,3,11,1,13,4,0.79
151568_at,FBgn0031850,CT31613,CG11326,Tsp,0,3,0,0,7,0.79
149432_at,FBgn0037486,CT34353,CG14605,CG14605,13,12,0,0,3,0.79
149790_at,FBgn0038069,CT36574,CG11608,CG11608,13,9,8,0,3,0.80
146061_at,FBgn0032088,CT32335,CG13102,CG13102,0,11,0,0,7,0.80
150575_at,FBgn0039310,CT33083,CG11878,CG11878,4,12,8,13,4,0.80
152809_at,FBgn0034634,CT29462,CG10494,CG10494,0,2,0,0,6,0.80
152715_at,FBgn0033188,CT37723,CG1600,CG1600,3,0,0,0,4,0.80
152513_at,FBgn0039311,CT29500,CG10513,CG10513,0,12,5,16,4,0.80
153109_at,FBgn0034521,CT32788,CG13431,Mgat1,0,0,8,0,5,0.80
153007_at,FBgn0004852,CT23940,CG7978,Ac76E,0,3,0,0,9,0.80
151634_at,FBgn0024921,CT22759,CG7398,Trn,8,0,0,0,8,0.80
151019_at,FBgn0040532,CT24651,CG8369,CG8369,0,2,1,13,4,0.80
153003_at,FBgn0036834,CT21179,CG6836,CG6836,7,0,0,0,7,0.80
152248_at,FBgn0028520,CT15722,CG4891,CG4891,0,11,0,0,3,0.80
146489_at,FBgn0041789,CT42454,CG31794,Pax,7,11,4,0,0,0.80
149219_at,FBgn0037147,CT22067,CG7140,CG7140,13,0,0,0,3,0.80
150038_at,FBgn0038458,CT34733,CG14909,CG14909,13,12,4,0,3,0.80
152395_at,FBgn0037329,CT8849,CG12162,CG12162,0,0,4,0,5,0.80
141357_at,FBgn0030101,CT7254,CG12118,CG12118,0,0,4,1,3,0.80
142614_at,FBgn0052226,CT42424,CG32226,CG32226,0,2,0,0,6,0.80
151185_at,FBgn0040708,CT35481,CG15421,CG15421,8,10,0,0,-1,0.80
152577_at,FBgn0029161,CT26166,CG9131,kisir,13,0,4,0,0,0.80
153159_at,FBgn0038400,CT18297,CG5903,CG5903,7,0,0,0,0,0.80
152996_at,FBgn0050193,CT27792,CG30193,CG30193,0,6,0,0,-1,0.80
149460_at,FBgn0051472,CT8971,CG31472,CG31472,13,9,0,0,-1,0.80
142131_at,FBgn0034715,CT11293,CG3382,CG3382,0,12,8,0,7,0.80
148434_at,FBgn0035943,CT17866,CG5653,CG5653,0,0,4,0,7,0.80
143656_at,FBgn0011305,CT17868,CG5655,Rsf1,0,2,0,0,0,0.80
151669_at,FBgn0015618,CT29648,CG10572,Cdk8,0,3,0,0,6,0.80
146485_at,FBgn0032768,CT38791,CG17564,CG17564,0,12,0,0,3,0.80
146103_at,FBgn0032144,CT38901,CG17633,CG17633,0,12,5,3,4,0.80
146783_at,FBgn0033248,CT31268,CG11196,CG11196,0,12,4,0,3,0.80
151437_at,FBgn0028541,CT35261,CG7364,CG7364,13,0,0,0,7,0.80
AFFX-BioC-5_at,,,,,7,0,0,0,-1,0.80
144787_at,FBgn0030184,CT6171,CG2968,CG2968,7,0,4,0,4,0.80
150382_at,FBgn0038993,CT33355,CG13843,CG13843,13,12,0,0,3,0.80
153115_at,FBgn0037891,CT16679,CG5214,CG5214,7,0,0,0,0,0.80
147132_at,FBgn0033807,CT14932,CG12251,AQP,7,6,0,0,4,0.80
154300_at,FBgn0035421,CT2340,CG12034,CG12034,0,8,0,0,3,0.80
142823_at,FBgn0003200,CT10109,CG3000,rap,0,2,0,0,0,0.81
143016_at,FBgn0032365,CT34756,CG14929,CG14929,0,12,0,0,-1,0.81
147161_at,FBgn0033860,CT41749,CG18369,CG18369,13,12,4,0,3,0.81
147601_at,FBgn0034588,CT26667,CG9394,CG9394,4,0,0,0,4,0.81
150113_at,FBgn0038565,CT23686,CG7794,CG7794,0,12,4,0,5,0.81
149736_at,FBgn0037995,CT12693,CG3809,CG3809,0,12,4,0,5,0.81
146424_at,FBgn0032664,CT18089,CG5755,CG5755,13,9,4,0,3,0.81
146361_at,FBgn0032577,CT32494,CG13244,CG13244,13,12,0,0,7,0.81
144934_at,FBgn0030387,CT8675,CG10524,Pkcdelta,13,5,0,0,7,0.81
150628_at,FBgn0039390,CT25648,CG8932,CG8932,0,12,0,0,9,0.81
144843_at,FBgn0030259,CT4000,CG1545,CG1545,0,2,0,0,7,0.81
150337_at,FBgn0038916,CT20357,CG6560,CG6560,0,8,0,0,7,0.81
153934_at,FBgn0034763,CT9678,CG12190,CG12190,0,2,0,0,0,0.81
148759_at,FBgn0036437,CT16195,CG5048,CG5048,13,12,0,0,3,0.81
146421_at,FBgn0032660,CT35049,CG15150,CG15150,13,0,0,0,7,0.81
152830_at,FBgn0035154,CT11077,CG3344,CG3344,7,10,8,3,9,0.81
149580_at,FBgn0037742,CT26838,CG9475,CG9475,0,12,0,0,5,0.81
148613_at,FBgn0036218,CT33728,CG14128,CG14128,0,0,4,0,3,0.81
143586_at,FBgn0010217,CT31172,CG11154,ATPsyn-beta,7,0,0,0,4,0.81
147306_at,FBgn0029153,CT23844,CG7969,Menl-2,13,9,4,0,-1,0.81
151121_at,FBgn0040636,CT32512,CG13255,CG13255,0,12,0,0,7,0.81
142124_at,FBgn0033963,CT31997,CG12857,CG12857,13,12,0,0,3,0.81
144016_at,FBgn0024320,CT17971,CG5722,NPC1,0,2,0,0,7,0.81
147006_at,FBgn0033608,CT32464,CG13220,CG13220,7,0,0,0,0,0.81
152038_at,FBgn0021800,CT9724,CG3920,l(2)k16918,0,2,0,0,2,0.81
142651_at,FBgn0034080,,CG15700,CG15700,0,8,0,0,-1,0.81
147712_at,FBgn0034776,CT32900,CG13527,CG13527,13,9,0,0,3,0.81
150435_at,FBgn0039065,CT14466,CG4449,CG4449,13,0,0,0,8,0.81
152822_at,FBgn0029891,CT14670,CG4523,CG4523,0,0,4,0,7,0.81
152726_at,FBgn0033271,CT9353,CG8708,CG8708,0,12,5,0,9,0.81
148449_at,FBgn0035966,CT15077,CG4684,CG4684,7,0,0,0,9,0.81
145965_at,FBgn0031924,CT20857,CG6717,CG6717,14,9,0,0,7,0.81
144923_at,FBgn0030376,CT9367,CG2750,CG2750,13,0,0,0,3,0.81
154179_at,FBgn0037746,CT24717,CG8478,CG8478,13,0,4,0,3,0.81
151777_at,FBgn0039379,CT18475,CG5886,CG5886,13,9,0,0,3,0.81
141394_at,FBgn0035656,CT29418,CG10479,CG10479,0,9,0,13,4,0.81
142481_at,FBgn0037810,CT31949,CG12819,sle,13,0,0,7,2,0.81
145779_at,FBgn0031629,CT10874,CG3244,CG3244,7,0,8,0,4,0.81
148760_at,FBgn0036438,CT32842,CG13477,CG13477,13,9,0,0,5,0.81
143705_r_at,FBgn0013301,CT14576,CG4478,Mst35Bb,13,0,0,0,3,0.81
152502_at,FBgn0032424,CT37753,CG17010,CG17010,13,9,4,0,5,0.81
153742_at,FBgn0003124,CT20542,CG12306,polo,13,0,0,0,2,0.81
152098_at,FBgn0011758,CT17484,CG5529,B-H1,0,2,0,0,7,0.81
142703_at,FBgn0042094,CT20570,CG6612,Adk3,13,12,0,0,0,0.81
144248_at,FBgn0028703,CT31621,CG11328,Nhe3,0,0,0,10,0,0.81
151794_at,FBgn0028399,CT15063,CG4672,TMS1,8,0,0,0,4,0.81
146429_at,FBgn0032669,CT35055,CG15155,CG15155,0,12,0,0,9,0.81
149254_at,FBgn0037191,CT34127,CG14448,CG14448,0,9,0,0,3,0.81
152291_at,FBgn0038662,CT33919,CG14290,CG14290,7,0,0,0,0,0.81
147299_at,FBgn0050099,CT23586,CG30099,CG30099,0,12,4,0,-1,0.82
149657_at,FBgn0037853,CT34482,CG14696,CG14696,0,0,0,16,7,0.82
143042_r_at,FBgn0029856,CT11667,CG11700,CG11700,13,12,0,0,0,0.82
147917_at,FBgn0035120,CT33406,CG13879,CG13879,0,2,0,0,6,0.82
144408_at,FBgn0040376,CT33239,CG13759,CG13759,0,12,0,0,7,0.82
146852_at,FBgn0033358,CT8585,CG8216,CG8216,0,2,0,0,7,0.82
144210_at,FBgn0028412,CT20379,CG6541,Mst33A,13,9,0,0,5,0.82
152725_at,FBgn0038708,CT19574,CG6255,CG6255,13,12,0,0,5,0.82
146830_s_at,FBgn0043576,CT34547,CG14746,PGRP-SC1a,0,12,0,0,-1,0.82
154159_at,FBgn0027504,CT25500,CG8878,CG8878,0,2,0,0,2,0.82
153924_at,FBgn0004907,CT39748,CG17870,14-3-3zeta,8,0,0,0,0,0.82
151504_i_at,FBgn0004625,CT12149,CG3620,norpA,0,4,4,0,-1,0.82
151860_at,FBgn0003249,CT14302,CG10888,Rh3,0,4,0,0,4,0.82
149408_at,FBgn0037454,CT1904,CG1137,CG1137,13,12,0,0,5,0.82
147296_at,FBgn0034104,CT35926,CG15705,CG15705,13,9,0,0,3,0.82
142298_at,FBgn0033495,CT11421,CG12214,CG12214,7,0,0,0,5,0.82
153900_at,FBgn0031815,CT26954,CG9526,CG9526,0,2,0,0,0,0.82
149604_at,FBgn0053208,CT36717,CG33208,MICAL,0,5,0,0,0,0.82
145710_at,FBgn0031532,CT35472,CG15413,CG15413,13,9,0,0,-1,0.82
154519_at,FBgn0051329,CT28333,CG31329,CG31329,7,0,0,0,-1,0.82
146677_at,FBgn0033074,CT4956,CG8330,CG8330,13,12,0,0,5,0.82
147305_at,FBgn0034122,CT35936,CG15711,CG15711,0,12,0,0,5,0.82
145103_at,FBgn0030614,CT26046,CG9072,CG9072,13,11,4,0,3,0.82
147124_at,FBgn0033786,CT12941,CG3884,CG3884,0,10,0,0,7,0.82
152567_at,FBgn0031929,CT42485,CG18585,CG18585,0,12,8,0,9,0.82
142266_at,FBgn0028379,CT23926,CG7919,fan,13,12,4,0,3,0.82
143834_at,FBgn0015625,CT18226,CG5814,CycB3,13,0,0,0,8,0.82
147741_at,FBgn0034820,CT32913,CG13538,CG13538,13,9,0,0,3,0.82
152293_at,FBgn0039228,CT21605,CG6980,CG6980,13,9,0,0,3,0.82
145420_at,FBgn0031103,CT35532,CG12679,CG12679,0,12,0,0,3,0.82
146394_at,FBgn0032626,CT35031,CG12620,CG12620,13,0,0,0,5,0.82
147351_at,FBgn0034196,CT35737,CG15605,CG15605,0,12,0,0,3,0.82
148048_at,FBgn0035343,CT34789,CG16762,CG16762,0,12,8,0,0,0.82
151928_at,FBgn0050412,CT27690,CG30412,CG30412,13,12,4,0,3,0.82
152797_at,FBgn0004618,CT23011,CG7672,gl,0,2,0,0,1,0.82
148800_at,FBgn0036495,CT22983,CG7489,CG7489,13,0,4,0,-1,0.82
144024_at,FBgn0024734,CT16026,CG4993,PRL-1,7,0,0,0,7,0.82
150771_at,FBgn0039577,CT33636,CG12516,CG12516,7,0,0,0,3,0.82
153102_at,FBgn0051224,CT22609,CG31224,CG31224,0,2,0,0,0,0.82
141674_at,FBgn0003178,CT21861,CG7070,PyK,7,0,0,0,0,0.82
147572_at,FBgn0034546,CT32801,CG13442,CG13442,13,11,0,0,3,0.82
154748_at,FBgn0038574,CT22245,CG7212,CG7212,8,2,0,0,6,0.82
153790_at,FBgn0029721,CT36327,CG7010,CG7010,7,0,0,0,4,0.82
152441_at,FBgn0033834,CT15313,CG4744,CG4744,13,0,0,0,3,0.82
148442_at,FBgn0035957,CT16481,CG5144,CG5144,13,11,4,0,5,0.82
152221_at,FBgn0038292,CT13173,CG3987,CG3987,8,11,0,0,4,0.82
151867_at,FBgn0037915,CT21071,CG6790,CG6790,13,12,4,0,5,0.82
149134_at,FBgn0037004,CT38927,CG17637,CG17637,0,12,8,0,5,0.82
142567_at,FBgn0028372,CT30857,CG11025,isopeptidase-T-3,13,0,0,0,5,0.82
150907_at,FBgn0039796,CT4640,CG12069,CG12069,13,9,0,0,3,0.82
151538_s_at,FBgn0016724,,CG11064,RfaBp,0,6,5,0,4,0.82
144259_at,FBgn0028847,CT25910,CG9014,CG9014,13,12,4,0,3,0.82
148763_at,FBgn0036441,CT32841,CG13476,CG13476,0,12,0,0,3,0.82
146249_at,FBgn0032373,CT34758,CG12602,CG12602,0,11,4,0,4,0.82
148765_at,FBgn0036443,CT32836,CG13471,CG13471,13,0,0,0,3,0.82
145921_at,FBgn0031853,CT31280,CG11201,CG11201,13,12,4,0,5,0.83
147864_at,FBgn0035014,CT32963,CG13581,CG13581,0,12,4,0,3,0.83
146787_at,FBgn0033258,CT9591,CG8712,CG8712,13,0,0,0,3,0.83
143361_at,FBgn0003471,CT18399,CG5870,beta-Spec,0,0,0,13,0,0.83
150332_at,FBgn0038909,CT20440,CG6569,CG6569,13,9,4,0,3,0.83
151843_at,FBgn0039816,CT31587,CG11317,CG11317,0,2,0,0,7,0.83
142724_at,FBgn0037199,CT31141,CG11137,CG11137,8,0,0,0,2,0.83
149823_at,FBgn0038122,CT24326,CG8138,CG8138,13,9,0,0,3,0.83
147125_at,FBgn0033787,CT32637,CG13321,CG13321,8,10,0,0,7,0.83
150707_at,FBgn0039481,CT33880,CG15884,CG15884,14,0,0,0,9,0.83
144360_at,FBgn0040340,,CG11642,CG11642,0,0,0,4,0,0.83
154747_at,FBgn0034406,CT34981,CG15106,Jheh3,0,0,8,3,9,0.83
149236_at,FBgn0037169,CT31833,CG11404,CG11404,13,0,0,0,3,0.83
147975_at,FBgn0035217,CT8265,CG9169,FucTD,0,12,4,0,3,0.83
152706_at,FBgn0038617,CT22871,CG12333,CG12333,0,2,0,0,7,0.83
151466_at,FBgn0041574,CT34347,CG14599,CG14599,0,8,0,0,-1,0.83
152184_at,FBgn0038109,CT34030,CG11656,CG11656,13,12,0,0,3,0.83
142646_at,FBgn0036839,CT40854,CG18136,CG18136,7,0,0,0,7,0.83
142619_at,FBgn0033610,CT41635,CG18335,CG18335,13,12,4,0,3,0.83
145819_at,FBgn0031700,CT33581,CG14022,CG14022,14,11,0,1,9,0.83
143316_at,FBgn0003187,CT20054,CG6433,qua,13,0,0,0,3,0.83
144175_at,FBgn0027109,CT29048,CG10342,npf,0,4,0,0,7,0.83
149442_at,FBgn0051496,CT34352,CG31496,CG31496,13,0,0,0,1,0.83
145631_at,FBgn0031410,CT35435,CG17237,CG17237,0,9,4,0,5,0.83
154890_at,FBgn0036289,CT29846,CG10657,CG10657,13,0,5,0,4,0.83
142398_at,FBgn0033630,CT32444,CG13200,CG13200,0,0,1,4,8,0.83
152665_at,FBgn0032135,CT12921,CG3881,GlcAT-S,0,3,0,0,0,0.83
144647_at,FBgn0029946,CT34897,CG15034,CG15034,13,12,0,0,3,0.83
151090_f_at,FBgn0040605,CT33856,CG14236,CG14236,13,0,0,0,-1,0.83
147481_at,FBgn0034423,CT22293,CG7229,CG7229,0,0,0,4,7,0.83
150574_at,FBgn0039309,CT37044,CG11891,CG11891,4,11,0,0,-1,0.83
145525_at,FBgn0031247,CT33146,CG11562,CG11562,0,8,0,0,5,0.84
152344_at,FBgn0027795,CT34595,CG14785,CG14785,0,12,4,0,3,0.84
145874_at,FBgn0031784,CT26342,CG9222,CG9222,13,12,0,0,3,0.84
143118_at,FBgn0000414,CT27400,CG9695,Dab,0,3,0,0,9,0.84
151150_at,FBgn0040670,CT34360,CG14612,CG14612,0,9,0,0,0,0.84
147510_at,FBgn0034463,CT35011,CG15125,CG15125,13,0,0,0,3,0.84
142664_at,FBgn0033675,CT25522,CG8889,CG8889,0,4,0,0,7,0.84
154857_at,FBgn0032926,CT8315,CG9243,CG9243,7,0,0,0,7,0.84
146552_at,FBgn0032887,CT3799,CG9329,CG9329,13,0,0,0,-1,0.84
152004_at,FBgn0000320,CT27024,CG9554,eya,0,2,0,0,7,0.84
145668_at,FBgn0031462,CT10035,CG2964,CG2964,0,12,0,0,5,0.84
152538_at,FBgn0017539,CT38221,CG17246,Scs-fp,14,0,4,0,0,0.84
148499_at,FBgn0036056,CT20844,CG6709,CG6709,13,9,4,0,5,0.84
144595_at,FBgn0029868,CT11597,CG3446,CG3446,7,0,4,0,0,0.84
144646_at,FBgn0029945,CT40941,CG18155,CG18155,13,0,0,0,3,0.84
142348_at,FBgn0033441,CT5322,CG1776,CG1776,0,5,0,0,-1,0.84
151895_at,FBgn0028699,CT1916,CG7499,Rh50,0,5,0,0,7,0.84
151837_at,FBgn0001991,CT15732,CG4894,Ca-alpha1D,0,6,0,0,9,0.84
143776_at,FBgn0015008,CT25722,CG8953,Actn3,0,0,4,0,3,0.84
151520_i_at,FBgn0003475,,CG10076,spir,0,2,0,0,6,0.84
146916_at,FBgn0022382,CT32068,CG15862,Pka-R2,0,10,0,0,7,0.84
142766_at,FBgn0032234,CT16355,CG5091,CG5091,8,12,0,0,7,0.84
147748_at,FBgn0034827,CT9848,CG12192,Klp59D,13,9,4,0,3,0.84
152203_at,FBgn0002936,CT13015,CG3966,ninaA,0,3,0,0,3,0.84
150603_at,FBgn0039358,CT16155,CG5028,CG5028,14,0,4,0,4,0.84
152885_at,FBgn0038919,CT39656,CG17843,CG17843,0,12,0,0,3,0.84
146767_at,FBgn0033221,CT31956,CG12825,CG12825,4,10,0,0,9,0.84
144441_at,FBgn0029661,CT37313,CG16781,CG16781,13,12,0,0,3,0.84
141803_at,FBgn0041585,CT31909,CG11430,olf186-F,0,2,0,0,0,0.84
147747_at,FBgn0034826,CT32919,CG13544,CG13544,0,12,0,0,3,0.84
150238_at,FBgn0038763,CT14422,CG4433,CG4433,13,5,0,0,2,0.84
147050_at,FBgn0033673,CT24549,CG8298,CG8298,13,0,0,0,3,0.84
148522_at,FBgn0036085,CT20307,CG6527,CG6527,0,12,0,0,3,0.84
148999_at,FBgn0036794,CT41275,CG18234,CG18234,0,9,0,0,3,0.84
150942_at,FBgn0051002,CT35685,CG31002,CG31002,13,12,0,0,3,0.84
146302_at,FBgn0040510,CT38108,CG17176,ACXA,13,9,0,0,3,0.84
146037_at,FBgn0032047,CT32313,CG13088,CG13088,13,11,0,0,3,0.84
149151_at,FBgn0037031,CT36253,CG11456,CG11456,0,2,0,0,7,0.84
144160_i_at,FBgn0011227,CT25278,CG8764,ox,13,0,4,1,4,0.84
145955_at,FBgn0031912,CT42460,CG5261,CG5261,14,0,0,1,4,0.84
150353_at,FBgn0038944,CT17106,CG5388,CG5388,13,0,0,0,3,0.84
150336_at,FBgn0038915,CT39518,CG17819,CG17819,0,9,0,0,3,0.84
141675_at,FBgn0026086,CT34611,CG12598,Adar,7,0,0,0,7,0.84
154329_at,FBgn0037717,CT24523,CG8301,CG8301,0,2,0,0,7,0.84
152224_at,FBgn0038123,CT24847,CG8508,CG8508,13,9,4,0,3,0.84
147294_at,FBgn0053017,CT35924,CG33017,CG33017,0,0,4,0,3,0.84
154506_at,FBgn0024285,CT14744,CG4602,Srp54,0,2,0,0,8,0.84
145743_at,FBgn0031579,CT35482,CG15422,CG15422,0,10,0,0,0,0.84
144651_at,FBgn0029951,CT31720,CG11369,CG11369,13,0,0,0,3,0.84
147279_at,FBgn0034075,CT18815,CG8421,Asph,0,5,0,0,4,0.84
152127_at,FBgn0005666,CT3598,CG32019,bt,14,6,0,0,4,0.84
147559_at,FBgn0034532,CT32794,CG13436,CG13436,13,9,0,0,3,0.84
144613_at,FBgn0029896,CT10637,CG3168,CG3168,0,8,0,16,0,0.84
146434_at,FBgn0051786,CT35059,CG31786,CG31786,13,9,4,0,5,0.84
149307_at,FBgn0037292,CT6504,CG2022,CG2022,14,6,4,1,9,0.85
143796_at,FBgn0015316,CT27030,CG9564,Try29F,0,0,4,0,7,0.85
144295_at,FBgn0028896,CT32538,CG17329,CG17329,0,9,0,0,5,0.85
146158_at,FBgn0032248,CT16991,CG5343,CG5343,0,9,0,0,5,0.85
141748_at,FBgn0052030,CT18132,CG32030,CG32030,14,6,4,1,4,0.85
153779_at,FBgn0000368,CT19912,CG6383,crb,8,3,0,0,0,0.85
152548_at,FBgn0028877,CT35207,CG31732,CG31732,8,11,0,0,3,0.85
147523_at,FBgn0034477,CT33398,CG13872,CG13872,0,11,0,0,3,0.85
152720_at,FBgn0051367,CT35102,CG31367,CG31367,0,2,0,0,-1,0.85
142965_at,FBgn0004435,CT39359,CG17759,Galpha49B,0,9,0,0,6,0.85
148699_at,FBgn0036346,CT31407,CG11251,CG11251,0,0,4,0,3,0.85
144224_at,FBgn0028516,CT13257,CG3994,CG3994,0,12,0,0,3,0.85
153435_at,FBgn0011211,CT12071,CG3612,blw,14,0,4,0,0,0.85
143123_at,FBgn0000448,CT11367,CG33183,Hr46,0,0,0,4,1,0.85
143191_at,FBgn0001216,CT25664,CG8937,Hsc70-1,0,7,4,0,3,0.85
142918_at,FBgn0025394,CT34594,CG32810,CG32810,0,2,0,0,0,0.85
150631_at,FBgn0039393,CT25738,CG8957,CG8957,0,11,0,0,7,0.85
