FlyBase ID,Chromosome,Gene Category,Gene Symbol,P-Value Population,"FDR
Population","P-Value
Age","FDR
Age","P-Value
Pop×Age","FDR
Pop×Age","P-Value
Line(Pop)","FDR
Line(Pop)","B
Mean","O
Mean","Week 1
Mean","Week 5
Mean","B Week 1
Mean","B Week 5
Mean","O Week 1
Mean","O Week 5
Mean",SNP From Divergence,"Minimum P-Value
From Divergence"
FBgn0030878,X,protein_coding,CG6769,3.22E-01,5.73E-01,4.12E-01,4.88E-01,4.11E-01,5.83E-01,7.74E-01,8.16E-01,217.42,222.94,217.36,223.00,211.78,223.07,222.94,222.93,,
FBgn0030880,X,protein_coding,CG6788,1.76E-01,4.12E-01,1.61E-02,2.79E-02,1.98E-02,6.11E-02,8.51E-03,2.60E-02,7.82,1.1,7.64,1.28,14.07,1.57,1.21,0.98,,
FBgn0030881,X,protein_coding,CG12985,5.99E-01,7.86E-01,5.44E-01,6.17E-01,2.37E-02,7.04E-02,3.06E-01,4.08E-01,45.44,47.1,47.10,45.44,49.51,41.37,44.69,49.51,,
FBgn0030883,X,protein_coding,CG7772,1.35E-02,1.03E-01,1.16E-10,9.59E-10,1.77E-03,8.94E-03,4.58E-02,9.49E-02,244.72,285.8,307.48,223.04,301.65,187.79,313.31,258.29,,
FBgn0030884,X,protein_coding,CG6847,2.69E-01,5.20E-01,2.61E-01,3.35E-01,1.32E-01,2.63E-01,2.48E-01,3.48E-01,194.57,203.25,202.47,195.35,202.96,186.18,201.99,204.51,,
FBgn0030886,X,protein_coding,CG12672,2.41E-03,4.33E-02,1.86E-03,3.88E-03,4.05E-03,1.73E-02,2.76E-01,3.77E-01,14.76,9.19,13.89,10.06,18.41,11.1,9.36,9.02,,
FBgn0030887,X,protein_coding,CG6867,5.79E-03,6.62E-02,8.32E-05,2.18E-04,7.52E-04,4.46E-03,2.39E-03,9.95E-03,229.99,281.97,240.18,271.77,227.18,232.79,253.19,310.76,,
FBgn0030889,X,protein_coding,CG15373,7.87E-01,9.00E-01,1.76E-03,3.68E-03,3.97E-03,1.70E-02,7.66E-02,1.41E-01,5.95,5.55,7.49,4.01,9.27,2.64,5.71,5.39,,
FBgn0030890,X,protein_coding,CG7536,3.97E-01,6.36E-01,3.39E-02,5.50E-02,6.32E-01,7.67E-01,4.35E-02,9.13E-02,551.9,539.82,536.08,555.63,540,563.79,532.16,547.47,,
FBgn0030891,X,protein_coding,dik,4.62E-01,6.89E-01,3.10E-09,1.84E-08,1.08E-02,3.76E-02,4.33E-01,5.31E-01,201.24,206.24,176.75,230.73,165.56,236.91,187.93,224.55,,
FBgn0030892,X,protein_coding,CG7206,2.11E-01,4.56E-01,1.93E-01,2.58E-01,1.18E-02,4.04E-02,6.10E-07,1.30E-05,307.74,339.08,328.01,318.82,321.62,293.86,334.39,343.77,,
FBgn0030893,X,protein_coding,RhoGAP16F,2.81E-03,4.69E-02,1.01E-04,2.62E-04,3.09E-02,8.68E-02,9.30E-01,9.43E-01,127.99,143.17,122.19,148.97,107.87,148.1,136.51,149.83,,
FBgn0030894,X,protein_coding,CG7192,2.14E-01,4.60E-01,8.23E-01,8.59E-01,3.66E-01,5.39E-01,2.52E-02,5.99E-02,215.2,199.4,206.49,208.10,217.67,212.72,195.31,203.49,,
FBgn0030895,X,protein_coding,CG7135,1.83E-03,3.74E-02,5.05E-01,5.80E-01,7.93E-05,7.96E-04,1.69E-02,4.42E-02,52.89,76.55,65.75,63.70,46.92,58.87,84.57,68.53,,
FBgn0030897,X,protein_coding,Frq1,2.13E-03,4.04E-02,2.50E-01,3.23E-01,7.62E-02,1.75E-01,3.64E-02,7.98E-02,330.95,217.16,283.59,264.51,355.45,306.45,211.74,222.58,,
FBgn0030898,X,protein_coding,Andorra,3.76E-02,1.77E-01,1.46E-05,4.33E-05,3.32E-02,9.20E-02,1.09E-02,3.16E-02,43.12,52.84,53.71,42.24,51.31,34.93,56.12,49.55,,
FBgn0030899,X,protein_coding,Her,2.83E-01,5.35E-01,1.13E-02,2.02E-02,3.48E-02,9.55E-02,2.77E-02,6.45E-02,2.23,3.5,1.94,3.78,2.06,2.39,1.82,5.17,,
FBgn0030900,X,protein_coding,Him,1.78E-01,4.15E-01,4.44E-01,5.19E-01,4.82E-01,6.46E-01,7.19E-01,7.71E-01,7.62,8.97,8.73,7.86,8.46,6.78,9.01,8.93,,
FBgn0030904,X,protein_coding,upd2,9.36E-01,9.71E-01,3.61E-05,1.01E-04,2.88E-01,4.61E-01,4.96E-02,1.01E-01,7.18,7.38,3.36,11.21,2.39,11.97,4.32,10.44,,
FBgn0030905,X,protein_coding,CG15059,9.09E-01,9.59E-01,4.28E-10,3.09E-09,2.39E-02,7.09E-02,5.19E-02,1.05E-01,124.74,123.78,149.33,99.18,156.22,93.25,142.44,105.12,,
FBgn0030911,X,ncRNA,CR15061,4.75E-01,6.98E-01,8.70E-05,2.28E-04,2.03E-04,1.61E-03,4.27E-01,5.26E-01,3.56,3.02,4.90,1.68,6.67,0.45,3.13,2.91,,
FBgn0030912,X,protein_coding,CG6023,7.51E-01,8.81E-01,1.82E-05,5.30E-05,8.72E-01,9.29E-01,2.32E-02,5.63E-02,41.62,40.38,35.07,46.93,35.51,47.74,34.63,46.12,,
FBgn0030913,X,protein_coding,CG6123,9.32E-03,8.50E-02,1.18E-01,1.68E-01,9.66E-02,2.09E-01,1.98E-02,4.99E-02,130.29,82.34,113.08,99.56,144.26,116.33,81.89,82.79,,
FBgn0030914,X,protein_coding,CG6106,1.18E-01,3.31E-01,1.55E-01,2.13E-01,1.38E-01,2.71E-01,4.41E-06,6.56E-05,50.26,33.14,44.07,39.33,55.11,45.42,33.03,33.24,,
FBgn0030915,X,protein_coding,CG6179,4.22E-03,5.75E-02,3.68E-02,5.92E-02,4.04E-01,5.75E-01,9.78E-01,9.81E-01,72.39,79.12,79.51,72.00,77.6,67.18,81.43,76.82,,
FBgn0030918,X,protein_coding,CG15056,8.94E-02,2.85E-01,7.81E-01,8.23E-01,5.22E-02,1.31E-01,9.14E-01,9.29E-01,53.75,57.33,55.96,55.13,57.16,50.34,54.76,59.91,,
FBgn0030921,X,protein_coding,CG6290,6.64E-02,2.43E-01,1.84E-02,3.16E-02,8.84E-01,9.36E-01,3.03E-02,6.93E-02,38.92,51.12,49.50,40.54,43.66,34.18,55.33,46.9,,
FBgn0030925,X,protein_coding,Hayan,6.07E-02,2.32E-01,1.93E-07,8.01E-07,3.47E-04,2.46E-03,8.72E-02,1.56E-01,145.87,121.9,107.13,160.64,103.21,188.54,111.04,132.75,,
FBgn0030926,X,protein_coding,psh,1.90E-01,4.30E-01,3.02E-03,6.06E-03,6.59E-02,1.56E-01,8.73E-03,2.65E-02,153.18,170.78,151.02,172.94,135.76,170.61,166.28,175.28,,
FBgn0030927,X,protein_coding,CG15046,1.65E-01,3.96E-01,3.38E-02,5.49E-02,7.42E-02,1.71E-01,9.84E-02,1.71E-01,51.62,44.65,44.46,51.82,44.88,58.36,44.03,45.28,,
FBgn0030928,X,protein_coding,CG15044,6.46E-01,8.16E-01,4.51E-10,3.24E-09,3.36E-01,5.09E-01,6.46E-02,1.24E-01,27.01,28.5,37.64,17.87,35.86,18.17,39.42,17.58,,
FBgn0030929,X,protein_coding,CG15043,1.14E-02,9.43E-02,2.97E-06,9.92E-06,3.13E-05,3.96E-04,1.08E-03,5.36E-03,"1,265.91",867.23,901.65,1231.49,960.56,"1,571.27",842.75,891.72,,
FBgn0030930,X,protein_coding,GalNAc-T2,8.21E-01,9.17E-01,1.69E-04,4.20E-04,1.47E-04,1.27E-03,6.47E-03,2.11E-02,525.08,520.58,545.16,500.50,570.01,480.15,520.32,520.84,,
FBgn0030931,X,protein_coding,Rad51D,3.52E-01,5.97E-01,9.51E-02,1.38E-01,1.34E-01,2.66E-01,6.31E-02,1.22E-01,1.08,1.65,1.02,1.71,0.43,1.73,1.62,1.69,,
FBgn0030932,X,protein_coding,Ggt-1,1.29E-01,3.49E-01,1.35E-05,4.01E-05,3.06E-05,3.90E-04,5.16E-02,1.04E-01,"1,173.12","1,238.77",1138.15,1273.74,"1,169.26","1,176.98","1,107.04","1,370.49",,
FBgn0030933,X,protein_coding,CG6470,2.47E-01,4.98E-01,1.22E-10,1.00E-09,1.54E-04,1.32E-03,2.20E-01,3.18E-01,463.59,439.64,530.36,372.88,577.12,350.06,483.59,395.69,,
FBgn0030936,X,protein_coding,CG6481,7.20E-01,8.61E-01,1.31E-11,1.41E-10,2.66E-04,2.00E-03,8.07E-03,2.50E-02,652.85,640.39,746.65,546.59,791.04,514.66,702.27,578.52,,
FBgn0030937,X,protein_coding,CG15042,4.73E-01,6.96E-01,3.15E-06,1.05E-05,2.55E-01,4.23E-01,5.46E-01,6.27E-01,13.85,14.78,18.17,10.46,18.47,9.22,17.86,11.7,,
FBgn0030938,X,protein_coding,CG15047,7.17E-01,8.61E-01,4.17E-01,4.93E-01,4.13E-01,5.84E-01,7.37E-01,7.86E-01,2.24,2.04,2.42,1.87,2.79,1.7,2.04,2.05,,
FBgn0030940,X,protein_coding,CG15040,4.94E-02,2.06E-01,1.12E-01,1.61E-01,1.38E-01,2.72E-01,8.92E-02,1.59E-01,50.66,31.92,36.55,46.03,50.34,50.99,22.77,41.07,,
FBgn0030941,X,protein_coding,wgn,6.65E-03,7.11E-02,3.92E-01,4.68E-01,3.83E-01,5.55E-01,1.36E-03,6.41E-03,414.84,337.91,380.72,372.03,423.62,406.06,337.82,338,,
FBgn0030943,X,protein_coding,CG6540,9.16E-02,2.88E-01,7.81E-03,1.45E-02,3.67E-01,5.40E-01,8.23E-01,8.55E-01,44.75,41.64,46.39,40.00,46.92,42.58,45.85,37.42,,
FBgn0030944,X,protein_coding,CG6617,5.64E-01,7.63E-01,2.86E-02,4.72E-02,3.65E-01,5.38E-01,5.65E-02,1.11E-01,216.63,221.58,225.48,212.74,220.46,212.81,230.49,212.67,,
FBgn0030945,X,protein_coding,Ing3,6.96E-01,8.47E-01,2.45E-06,8.35E-06,1.19E-02,4.06E-02,3.39E-01,4.41E-01,195.76,198.83,217.69,176.90,225.47,166.06,209.9,187.75,,
FBgn0030946,X,protein_coding,CG6659,8.13E-01,9.14E-01,9.48E-07,3.48E-06,2.30E-07,1.06E-05,3.68E-02,8.05E-02,488.11,482.88,527.99,443.01,576.73,399.49,479.24,486.52,,
FBgn0030947,X,protein_coding,CG6696,6.82E-01,8.40E-01,5.65E-01,6.36E-01,3.44E-01,5.17E-01,3.92E-01,4.92E-01,3.42,3.76,3.81,3.37,3.27,3.56,4.34,3.17,,
FBgn0030949,X,protein_coding,Cyp308a1,6.67E-01,8.31E-01,5.18E-01,5.92E-01,6.72E-01,7.98E-01,3.02E-01,4.04E-01,14.65,15.39,15.50,14.54,14.82,14.48,16.18,14.59,,
FBgn0030951,X,protein_coding,CG6873,2.79E-01,5.30E-01,1.85E-13,3.50E-12,1.81E-03,9.11E-03,4.73E-03,1.68E-02,200.89,216.81,255.60,162.10,259.94,141.84,251.26,182.37,,
FBgn0030952,X,protein_coding,CG12609,1.26E-01,3.43E-01,8.82E-07,3.26E-06,9.27E-04,5.28E-03,2.73E-01,3.74E-01,210.78,194.12,229.03,175.87,253.05,168.5,205.01,183.23,X :18639419,0.000408328
FBgn0030954,X,protein_coding,CCKLR-17D3,4.87E-01,7.06E-01,5.59E-08,2.59E-07,2.71E-01,4.42E-01,8.78E-03,2.66E-02,27.77,25.48,32.95,20.30,35.07,20.47,30.84,20.12,,
FBgn0030955,X,protein_coding,CG6891,8.72E-01,9.42E-01,2.82E-02,4.66E-02,8.51E-01,9.17E-01,1.15E-02,3.29E-02,369.76,372.39,360.70,381.44,358.54,380.98,362.87,381.91,,
FBgn0030956,X,protein_coding,CG18259,4.09E-01,6.46E-01,3.58E-01,4.35E-01,6.31E-01,7.66E-01,9.42E-05,7.82E-04,232.69,249.99,237.68,244.99,230.93,234.44,244.43,255.54,,
FBgn0030958,X,pseudogene,CR6900,6.99E-01,8.50E-01,6.22E-02,9.48E-02,7.16E-01,8.26E-01,5.75E-01,6.53E-01,0.13,0.19,0.32,0.00,0.26,0,0.38,0,,
FBgn0030959,X,protein_coding,CG6961,9.84E-01,9.94E-01,1.29E-03,2.76E-03,3.44E-03,1.51E-02,1.48E-01,2.34E-01,252.99,252.8,265.75,240.05,277.32,228.67,254.18,251.43,,
FBgn0030960,X,protein_coding,Atg101,2.39E-01,4.90E-01,1.00E-09,6.66E-09,6.23E-02,1.50E-01,4.55E-02,9.46E-02,405.65,427.13,366.94,465.84,345.49,465.8,388.38,465.88,,
FBgn0030961,X,protein_coding,CG7058,1.08E-02,9.18E-02,1.67E-03,3.51E-03,1.03E-01,2.20E-01,7.90E-01,8.28E-01,84.5,74.66,86.42,72.75,94.65,74.36,78.19,71.13,,
FBgn0030963,X,protein_coding,CG7101,1.77E-01,4.13E-01,6.43E-01,7.05E-01,9.21E-01,9.56E-01,6.20E-01,6.90E-01,40.27,43.48,42.45,41.30,40.72,39.82,44.18,42.79,,
FBgn0030964,X,protein_coding,Pvf1,2.24E-01,4.71E-01,3.65E-11,3.42E-10,7.77E-05,7.85E-04,2.17E-02,5.33E-02,290.44,271.79,236.71,325.52,226.38,354.51,247.04,296.54,,
FBgn0030966,X,protein_coding,CG7280,2.59E-01,5.11E-01,2.99E-01,3.75E-01,6.64E-01,7.91E-01,3.54E-02,7.84E-02,186.21,199.8,196.76,189.25,188.41,184.01,205.12,194.48,,
FBgn0030968,X,protein_coding,CG7322,9.99E-01,1.00E+00,3.03E-01,3.79E-01,7.37E-01,8.40E-01,1.51E-02,4.06E-02,546.82,546.74,562.10,531.45,557.19,536.44,567.02,526.46,,
FBgn0030969,X,protein_coding,CG7288,8.40E-01,9.27E-01,4.15E-01,4.91E-01,3.64E-02,9.87E-02,2.88E-01,3.90E-01,102.26,103.18,104.34,101.10,99.58,104.94,109.1,97.27,,
FBgn0030970,X,protein_coding,CG7326,9.71E-01,9.88E-01,4.17E-05,1.15E-04,3.71E-02,1.00E-01,1.19E-01,1.98E-01,153.63,153.4,142.02,165.01,136.95,170.32,147.09,159.7,,
FBgn0030973,X,protein_coding,CG7332,9.40E-01,9.74E-01,1.54E-03,3.26E-03,4.08E-01,5.80E-01,1.03E-01,1.78E-01,702.32,701.05,680.80,722.57,676.43,728.2,685.17,716.93,,
FBgn0030974,X,protein_coding,CG7358,6.90E-03,7.27E-02,8.17E-03,1.50E-02,6.82E-01,8.04E-01,1.46E-01,2.32E-01,606.77,557.19,566.91,597.05,593.88,619.65,539.93,574.45,,
FBgn0030975,X,protein_coding,CG7349,6.96E-01,8.47E-01,6.93E-12,8.06E-11,4.48E-05,5.22E-04,1.25E-02,3.50E-02,653.63,639.87,755.09,538.41,808.49,498.76,701.7,578.05,,
FBgn0030976,X,protein_coding,CG7378,1.54E-02,1.10E-01,2.81E-06,9.43E-06,3.15E-05,3.98E-04,1.50E-04,1.12E-03,"1,880.18","1,537.50",1841.26,1576.42,"1,900.29","1,860.07","1,782.23","1,292.77",,
FBgn0030979,X,protein_coding,CG14190,2.51E-01,5.03E-01,2.11E-01,2.79E-01,4.76E-02,1.22E-01,1.40E-01,2.24E-01,63.71,56.85,62.99,57.57,70.82,56.6,55.17,58.53,,
FBgn0030980,X,protein_coding,CG7406,1.93E-02,1.24E-01,4.15E-01,4.91E-01,7.91E-01,8.78E-01,6.84E-01,7.42E-01,3.09,1.65,2.61,2.12,3.41,2.77,1.81,1.48,X :18973552,2.59E-05
FBgn0030981,X,protein_coding,CG14191,1.73E-01,4.08E-01,9.15E-06,2.81E-05,1.69E-01,3.15E-01,2.65E-06,4.30E-05,43.33,29.29,28.13,44.48,37.29,49.36,18.98,39.6,X :18974996,1.04E-18
FBgn0030982,X,protein_coding,CG7423,5.63E-01,7.63E-01,5.76E-08,2.65E-07,5.05E-04,3.28E-03,3.49E-02,7.75E-02,34.03,36.02,42.66,27.38,45.77,22.28,39.55,32.48,,
FBgn0030983,X,protein_coding,CG15882,9.63E-01,9.84E-01,1.92E-02,3.28E-02,7.17E-01,8.28E-01,3.62E-02,7.96E-02,13.73,13.62,15.42,11.93,15.73,11.73,15.11,12.13,,
FBgn0030984,X,protein_coding,tgy,7.24E-01,8.64E-01,1.96E-03,4.06E-03,2.95E-02,8.36E-02,1.42E-14,6.53E-12,65.34,70.15,70.92,64.58,70.65,60.04,71.19,69.11,,
FBgn0030985,X,protein_coding,Obp18a,1.11E-01,3.20E-01,1.94E-03,4.03E-03,1.19E-02,4.06E-02,9.80E-01,9.83E-01,175,182.41,164.23,193.18,149.14,200.87,179.33,185.49,,
FBgn0030989,X,protein_coding,Inx5,1.88E-02,1.22E-01,2.81E-10,2.11E-09,3.76E-03,1.63E-02,7.09E-02,1.33E-01,96.8,116.29,128.39,84.70,125.89,67.7,130.89,101.7,,
FBgn0030990,X,protein_coding,CG7556,6.18E-02,2.34E-01,3.54E-03,7.00E-03,5.43E-02,1.34E-01,2.48E-03,1.02E-02,657.91,705.75,699.19,664.48,686.22,629.61,712.16,699.34,,
FBgn0030991,X,protein_coding,CG7453,3.89E-02,1.80E-01,9.07E-04,1.99E-03,2.79E-02,8.02E-02,2.38E-01,3.37E-01,438.67,407.08,442.93,402.82,471.25,406.09,414.6,399.55,,
FBgn0030992,X,protein_coding,CG33253,3.67E-01,6.09E-01,3.24E-01,4.01E-01,5.76E-01,7.25E-01,8.13E-02,1.48E-01,6.97,5.8,6.81,5.95,7.64,6.29,5.98,5.61,,
FBgn0030993,X,protein_coding,Mec2,2.09E-01,4.54E-01,2.73E-09,1.64E-08,4.27E-03,1.80E-02,7.48E-01,7.95E-01,417.75,392.98,307.61,503.12,284.43,551.08,330.79,455.17,,
FBgn0030994,X,protein_coding,HP1D3csd,5.41E-02,2.17E-01,2.97E-04,7.11E-04,1.83E-01,3.34E-01,1.97E-01,2.92E-01,16.72,12.19,11.09,17.83,12.24,21.21,9.94,14.45,,
FBgn0030995,X,protein_coding,CG7914,6.38E-01,8.12E-01,6.02E-01,6.69E-01,1.35E-01,2.68E-01,6.89E-01,7.46E-01,28.58,29.49,29.62,28.45,27.46,29.7,31.78,27.2,,
FBgn0030996,X,protein_coding,CG14194,9.34E-01,9.70E-01,9.31E-02,1.36E-01,1.43E-01,2.78E-01,7.30E-01,7.81E-01,296.87,296.29,303.77,289.39,310.29,283.44,297.24,295.34,,
FBgn0030997,X,protein_coding,CG7990,4.42E-03,5.85E-02,9.10E-08,4.04E-07,1.40E-05,2.21E-04,1.34E-01,2.18E-01,240.74,202.06,248.16,194.64,287.18,194.31,209.14,194.98,,
FBgn0030998,X,protein_coding,CG14195,2.16E-01,4.61E-01,6.94E-04,1.56E-03,8.43E-01,9.11E-01,7.09E-02,1.33E-01,85.13,93.99,80.89,98.24,76,94.26,85.77,102.21,,
FBgn0030999,X,protein_coding,Mur18B,2.30E-01,4.79E-01,8.50E-13,1.28E-11,4.55E-04,3.04E-03,1.99E-08,7.83E-07,"6,312.08","7,495.24",5483.53,8323.79,"4,433.13","8,191.02","6,533.92","8,456.56",,
FBgn0031000,X,protein_coding,Muc18B,1.43E-01,3.68E-01,4.77E-01,5.53E-01,7.88E-02,1.79E-01,1.96E-06,3.37E-05,5.61,0.9,3.59,2.92,6.78,4.44,0.39,1.41,,
FBgn0031001,X,protein_coding,CG7884,4.73E-01,6.96E-01,8.51E-02,1.25E-01,7.63E-01,8.58E-01,3.85E-01,4.86E-01,6.15,5.42,6.62,4.95,7.13,5.18,6.1,4.73,,
FBgn0031002,X,protein_coding,CG14196,1.40E-01,3.65E-01,2.48E-01,3.20E-01,7.80E-02,1.78E-01,7.12E-03,2.27E-02,332.03,307.22,324.46,314.79,329.38,334.69,319.54,294.89,,
FBgn0031003,X,protein_coding,CG7889,4.63E-02,1.98E-01,9.76E-01,9.82E-01,8.26E-01,9.01E-01,8.65E-02,1.55E-01,97.45,109.37,103.36,103.47,97.8,97.11,108.92,109.83,X :19139422,2.79E-05
FBgn0031004,X,protein_coding,CG7992,2.48E-04,1.59E-02,1.57E-01,2.16E-01,3.11E-01,4.86E-01,1.32E-01,2.14E-01,200.85,261.2,225.71,236.34,191.75,209.94,259.66,262.75,X :19139422,2.79E-05
FBgn0031005,X,protein_coding,Hs3st-B,4.00E-01,6.39E-01,2.93E-03,5.90E-03,5.38E-01,6.94E-01,1.18E-02,3.36E-02,19.69,22.23,23.59,18.33,21.82,17.56,25.36,19.09,,
FBgn0031006,X,protein_coding,rictor,2.58E-02,1.44E-01,9.64E-06,2.95E-05,5.87E-02,1.43E-01,1.58E-01,2.46E-01,676.63,627.32,614.05,689.91,652.58,700.68,575.52,679.13,,
FBgn0031008,X,protein_coding,CG8010,7.42E-01,8.75E-01,3.24E-04,7.70E-04,1.05E-02,3.68E-02,1.87E-02,4.76E-02,138.64,135.03,124.02,149.65,117.24,160.04,130.8,139.26,,
FBgn0031010,X,protein_coding,CG8028,3.88E-01,6.28E-01,2.59E-03,5.26E-03,7.76E-01,8.69E-01,7.24E-03,2.30E-02,143.3,156.04,137.17,162.17,131.88,154.71,142.46,169.62,,
FBgn0031011,X,protein_coding,CG8034,8.54E-01,9.33E-01,1.44E-10,1.16E-09,2.86E-03,1.30E-02,7.50E-02,1.39E-01,907.53,902.83,820.65,989.70,794.86,"1,020.19",846.43,959.22,,
FBgn0031012,X,protein_coding,CG8051,1.14E-01,3.24E-01,1.07E-05,3.25E-05,2.36E-01,4.01E-01,1.73E-03,7.75E-03,374.45,400.24,406.03,368.66,397.36,351.53,414.69,385.79,,
FBgn0031016,X,protein_coding,kek5,4.23E-01,6.57E-01,7.67E-01,8.12E-01,4.46E-02,1.15E-01,5.05E-02,1.03E-01,428.97,407.35,415.63,420.69,444.24,413.69,387.01,427.68,,
FBgn0031018,X,protein_coding,CG12200,1.19E-01,3.31E-01,2.82E-02,4.66E-02,2.09E-01,3.67E-01,1.24E-01,2.05E-01,5.63,7.15,5.63,7.15,5.29,5.96,5.97,8.33,,
FBgn0031020,X,protein_coding,Nat1,8.72E-03,8.21E-02,3.31E-01,4.06E-01,2.93E-02,8.33E-02,8.32E-02,1.51E-01,893.68,821.67,864.97,850.38,917.93,869.44,812.02,831.32,,
FBgn0031021,X,protein_coding,CG12203,5.74E-01,7.70E-01,9.49E-16,5.01E-14,7.12E-02,1.66E-01,6.79E-04,3.71E-03,678.31,708.95,883.61,503.65,890.3,466.33,876.93,540.97,,
FBgn0031022,X,protein_coding,CG12204,3.29E-02,1.65E-01,1.01E-01,1.46E-01,5.59E-01,7.12E-01,1.27E-01,2.09E-01,32.11,39.91,34.08,37.95,30.85,33.37,37.3,42.52,,
FBgn0031023,X,protein_coding,CG14200,2.31E-02,1.36E-01,3.17E-03,6.35E-03,1.48E-01,2.86E-01,5.27E-02,1.06E-01,"1,220.38","1,054.47",1073.90,1200.95,"1,186.12","1,254.64",961.68,"1,147.26",,
FBgn0031026,X,protein_coding,CG12231,4.01E-01,6.40E-01,6.57E-07,2.48E-06,1.02E-04,9.65E-04,1.79E-01,2.72E-01,38.55,35.62,45.49,28.68,52.91,24.18,38.07,33.17,,
FBgn0031030,X,protein_coding,Tao,3.64E-02,1.74E-01,2.94E-04,7.04E-04,5.96E-01,7.41E-01,2.24E-03,9.43E-03,"1,399.67","1,311.52",1319.99,1391.20,"1,359.44","1,439.89","1,280.53","1,342.51",,
FBgn0031031,X,protein_coding,CG14218,8.90E-01,9.51E-01,2.93E-01,3.68E-01,8.77E-01,9.32E-01,5.05E-02,1.03E-01,1.21,1.29,1.43,1.07,1.37,1.06,1.49,1.08,,
FBgn0031032,X,protein_coding,CG14204,3.29E-01,5.79E-01,8.11E-01,8.49E-01,9.88E-01,9.94E-01,7.36E-01,7.86E-01,1.5,0.99,1.32,1.17,1.58,1.42,1.06,0.92,,
FBgn0031033,X,protein_coding,CG14219,6.88E-01,8.44E-01,1.58E-01,2.17E-01,1.89E-01,3.42E-01,1.08E-03,5.37E-03,11.21,9.81,9.38,11.64,9.03,13.39,9.73,9.89,,
FBgn0031034,X,protein_coding,CG14205,8.47E-02,2.77E-01,2.39E-06,8.16E-06,3.75E-01,5.47E-01,3.08E-09,1.65E-07,41.91,84.63,78.23,48.30,54.58,29.23,101.88,67.38,,
FBgn0031036,X,protein_coding,CG14220,2.56E-01,5.07E-01,1.64E-03,3.46E-03,1.61E-01,3.04E-01,3.16E-01,4.18E-01,163.29,170.5,157.66,176.13,157.88,168.71,157.44,183.55,,
FBgn0031037,X,protein_coding,CG14207,5.19E-03,6.32E-02,6.32E-01,6.96E-01,4.83E-01,6.47E-01,3.32E-06,5.26E-05,"2,327.60","1,844.52",2096.07,2076.05,"2,322.90","2,332.29","1,869.24","1,819.80",,
FBgn0031038,X,protein_coding,Tyler,3.64E-01,6.06E-01,2.08E-01,2.76E-01,8.64E-01,9.25E-01,2.71E-01,3.73E-01,96.62,81.73,97.82,80.52,104.11,89.13,91.54,71.92,,
FBgn0031039,X,protein_coding,Shawn,9.50E-01,9.79E-01,8.87E-04,1.95E-03,2.39E-02,7.07E-02,3.04E-01,4.06E-01,292.56,293.71,322.76,263.51,341.22,243.9,304.3,283.12,,
FBgn0031040,X,protein_coding,CG14210,3.89E-01,6.28E-01,1.08E-01,1.55E-01,9.26E-01,9.60E-01,7.96E-01,8.33E-01,63.06,60.89,59.35,64.59,60.58,65.53,58.12,63.66,,
FBgn0031041,X,protein_coding,CG12788,1.57E-01,3.87E-01,9.58E-06,2.93E-05,7.61E-02,1.75E-01,4.40E-01,5.37E-01,174,154.44,197.55,130.89,218.72,129.28,176.38,132.51,,
FBgn0031042,X,protein_coding,CG14221,7.77E-01,8.95E-01,2.92E-02,4.81E-02,4.23E-01,5.92E-01,5.99E-04,3.37E-03,18.55,19.51,17.35,20.71,16.28,20.83,18.43,20.6,,
FBgn0031043,X,protein_coding,NAA20,4.79E-01,7.00E-01,1.85E-02,3.18E-02,1.86E-01,3.39E-01,5.37E-06,7.66E-05,138.74,129.26,128.66,139.34,130.51,146.98,126.81,131.7,,
FBgn0031044,X,protein_coding,MKP-4,2.10E-01,4.55E-01,8.49E-01,8.80E-01,5.81E-01,7.30E-01,7.24E-02,1.35E-01,110.16,118.78,114.05,114.89,108.52,111.81,119.58,117.98,,
FBgn0031045,X,protein_coding,CG14212,9.45E-01,9.76E-01,4.31E-09,2.49E-08,5.86E-05,6.38E-04,4.36E-01,5.34E-01,61.31,61.5,72.83,49.98,79.2,43.41,66.47,56.54,,
FBgn0031047,X,protein_coding,Rcd-1,9.32E-01,9.70E-01,7.71E-12,8.86E-11,3.20E-02,8.95E-02,5.64E-02,1.11E-01,615.4,617.04,686.02,546.42,699.3,531.51,672.75,561.33,,
FBgn0031048,X,protein_coding,CG12237,4.11E-01,6.48E-01,4.80E-01,5.55E-01,2.85E-01,4.58E-01,1.13E-03,5.53E-03,354.7,333.65,340.12,348.22,356.81,352.59,323.44,343.86,,
FBgn0031049,X,protein_coding,Sec61gamma,1.39E-01,3.62E-01,2.12E-09,1.30E-08,1.37E-04,1.20E-03,1.68E-08,6.81E-07,751.57,640.26,769.78,622.05,863.12,640.03,676.44,604.07,,
FBgn0031050,X,protein_coding,Arp10,9.75E-04,2.83E-02,6.01E-01,6.69E-01,6.31E-01,7.66E-01,7.31E-01,7.81E-01,170.96,198.86,186.72,183.10,174.44,167.49,199,198.71,,
FBgn0031051,X,protein_coding,Ranbp21,6.42E-01,8.14E-01,1.44E-01,2.00E-01,1.69E-02,5.37E-02,4.99E-02,1.02E-01,520.85,512.79,525.10,508.54,543.12,498.58,507.07,518.5,,
